id,price
35760146,160.0
31141987,168.0
588449345210541194,101.0
765650486790940262,83.0
1141853803574417552,128.0
1288348486810767196,66.0
3589141,88.0
997568333724221955,377.0
1157142183389915428,56.0
640872985711567391,59.0
42986180,109.0
1279501213459365984,130.0
1263701197971610211,130.0
1255775204291855796,82.0
1300576560247286618,317.0
1201558935754586858,64.0
1015921765286495836,77.0
907137542905746642,149.0
1187866433652325292,64.0
32892473,83.0
44300691,82.0
4819958,84.0
1255673632222061522,104.0
555206975354490518,74.0
1308762489372569311,109.0
52965971,74.0
1110910944633182327,1140.0
50937756,209.0
53584422,97.0
616592521597228721,102.0
627942933614060078,79.0
1321505098939936855,99.0
54032403,108.0
1172372036646768070,99.0
9959387,135.0
824403624992267923,66.0
730412633074011512,261.0
1035406357895849823,118.0
1283035124206713922,70.0
607851709430620279,102.0
9861979,76.0
49567438,77.0
1220946,135.0
1177295874297325378,86.0
701179460279701794,235.0
831696125184746177,74.0
1068196650380263312,72.0
1325224327867385000,60.0
1222291698680082301,173.0
1056430314150368508,150.0
854998009133860708,46.0
767352176390857406,116.0
1274424230174718539,25.0
720019246731161109,203.0
679412522447082352,74.0
1177624798115375762,83.0
53521006,145.0
559292802141742101,54.0
805144774799514255,107.0
6393155,43.0
1194946803931357704,110.0
1126747023636099912,184.0
1115807935908903820,105.0
40273910,63.0
880260552950118225,118.0
1193162542093146810,40.0
2943509,211.0
1139826357931449959,93.0
939794025291752254,618.0
1249116497241752674,117.0
598989008739479487,47.0
697508099137458332,70.0
1059400286399642731,36.0
1165397149592564419,124.0
1192512084592826660,98.0
1302010901909557159,107.0
1006472837344591749,92.0
865801198959660289,56.0
908401402974239240,500.0
1324597022165574525,33.0
1244873091669295431,38.0
807051324775094779,36.0
679471520900606118,81.0
1281052418104811842,671.0
758004952449186583,94.0
1059985588659746880,66.0
817914867114504764,37.0
1202794158911649814,109.0
17027532,155.0
12490526,60.0
5429605,101.0
711493121833430541,79.0
39879523,252.0
342095,95.0
20202346,67.0
659063297189282108,128.0
632610460688993887,92.0
1194732416113208465,43.0
885260507496818003,59.0
2358924,200.0
618452581678250869,286.0
1243564014849339551,137.0
3374974,31.0
3944509,68.0
1279606189537920006,149.0
942557796388381083,90.0
52329991,209.0
866598686561468858,85.0
53597414,211.0
16478353,70.0
1212877549635001765,130.0
49833133,121.0
1340335028775213242,95.0
1035987418412281422,84.0
1188471040699227806,62.0
1092073128881848598,51.0
10988872,149.0
1198398674405315600,151.0
596929560704785109,112.0
27067662,104.0
897024037543627295,72.0
44437175,149.0
1300824819614627090,74.0
1165879141747637203,40.0
949725769071472451,113.0
787190886517839220,38.0
1010715823548333191,79.0
19428759,27.0
1271870842067359100,172.0
604039861118042486,139.0
2632012,29.0
1147889058832127273,117.0
1353692159792817600,128.0
24463484,105.0
33600136,52.0
1149994053454591291,149.0
1351319877458815568,123.0
995869669141854375,123.0
1288844157026980571,60.0
32768596,366.0
50208226,122.0
1071085850639301814,22.0
35439773,33.0
955726867730913078,123.0
1294712015241664838,99.0
1151300201987790953,80.0
48128650,327.0
20347373,133.0
50211579,407.0
36102446,108.0
1079654071067480530,88.0
1167918447291410558,50.0
51576637,81.0
1218706880768265722,61.0
1165872662978679904,122.0
1207929341736796757,132.0
1188207447858257274,117.0
1057382255888191146,107.0
16347812,189.0
1046510678117159655,73.0
1005526626276873625,112.0
1282640080896866940,90.0
1243980438225598064,39.0
18157839,17.0
1015112945303954626,140.0
1074056942519663210,85.0
994783408588297847,238.0
1042649968289741766,86.0
1025164853774435292,207.0
1250517165925060740,129.0
704155,87.0
49254852,190.0
1130775,39.0
1168264099022196004,26.0
1246939652359481436,114.0
912213224413979115,86.0
981979796323462893,85.0
1096282871024785332,119.0
31659491,102.0
1354983085139543579,195.0
1192575717658949357,79.0
42170020,104.0
1067803844104000973,43.0
924362287486029863,58.0
1288941536664335376,131.0
1032456053892926726,97.0
1163143909121097948,168.0
18454806,268.0
51437625,92.0
26323977,109.0
40592877,47.0
1192513725615231337,91.0
807096085700079563,75.0
471198,118.0
1331124909389961355,45.0
1228060256275571814,161.0
1191437981226770621,26.0
838837828584908497,104.0
1004196194804050362,387.0
1094792750432253920,70.0
1236881296577928537,55.0
50165033,257.0
23936046,54.0
19280961,286.0
1031670238680424919,35.0
1166575200415446362,140.0
1062338974172517716,93.0
1279516285111174959,33.0
1140377479427544792,459.0
14146230,90.0
49036370,77.0
1055110687528595919,87.0
25173129,87.0
1353545357164651967,95.0
7822974,35.0
1034532621451111886,76.0
34814968,107.0
1310746951077502724,141.0
50632348,144.0
784818418642361861,98.0
1348371675391913094,90.0
1000876765264124732,32.0
46000369,154.0
1312458257056128325,49.0
37604098,63.0
30289869,67.0
2068792,139.0
1257746653756090537,183.0
1053180,136.0
786693941366999955,249.0
1344968601666165838,60.0
1219372027522062183,244.0
52250281,84.0
5177584,39.0
1204097027721970266,130.0
16913574,42.0
984259065692806830,253.0
1177558201792147955,252.0
52250279,138.0
891086500444251032,85.0
1238241933601033927,121.0
1066631680841815255,93.0
1178424976968116677,112.0
761453923132173613,195.0
1359295656372258982,160.0
671798147984410211,41.0
1179562412975923998,62.0
48209526,59.0
614626538426553248,102.0
1161547396523567485,82.0
52920130,82.0
1368760858391578391,2000.0
1199121867775340826,68.0
28243068,208.0
21891926,136.0
1158825358771544716,80.0
998255577481324958,366.0
11052224,138.0
1359410548363401503,194.0
1301554173124588134,105.0
42179198,102.0
1349212737809583849,44.0
1111394950182256155,136.0
34376725,267.0
1271392073714416250,32.0
1234804346904274527,41.0
1162096832899089716,191.0
658042137713287043,82.0
886995245167048526,83.0
873208025944767771,80.0
1186036498814477562,55.0
1013615811358874376,119.0
1191389566478375549,38.0
1121236392661698117,78.0
1043304802730312903,67.0
1228343026616897655,110.0
1148336659875018308,93.0
996517810181448747,90.0
1138321510865947427,99.0
1353053543023649164,105.0
877248588976819457,79.0
560021757818009528,30.0
34391423,75.0
22748869,98.0
44385231,490.0
1329843633874530224,101.0
760024305187777509,266.0
1117441330704702201,121.0
1319726744123074569,155.0
19891220,44.0
1330449590869482603,86.0
1364262515813223564,44.0
1247758485953517876,64.0
782503856086224913,113.0
34991694,600.0
1283949967743899955,66.0
28625075,35.0
564447647324133716,142.0
45254260,37.0
1365390903118378873,118.0
671019465759187817,60.0
861304320015760498,178.0
619244724650312964,129.0
1186883052020508669,30.0
1276093489245585082,174.0
29474507,95.0
1110766986538772334,82.0
1126827280360547447,61.0
50278310,80.0
866574943133089853,45.0
980581925693222672,61.0
1054862784305201373,93.0
1061827730968503849,119.0
1228748750459327926,120.0
833847237085470144,123.0
53058511,138.0
41970583,167.0
50995991,2069.0
1247968267838686857,179.0
1182885029309712823,2000.0
949727004577004604,180.0
653439715649984762,27.0
38011908,241.0
1347101803955737945,30.0
780228999163836451,154.0
1211598063021982337,74.0
691811040291866959,26.0
1304685466187704784,60.0
31431637,97.0
1087621162827682965,91.0
13525030,50.0
862230990363737176,127.0
1133857017680343188,165.0
21604470,290.0
1159236368264844760,91.0
41550981,120.0
922274756425263132,85.0
569618594901581354,57.0
40125531,160.0
1349194299240742444,75.0
1337574423915970647,159.0
531646965289142870,98.0
787638571871355024,93.0
1366611941873278180,36.0
54135418,61.0
1167393729989548585,90.0
25825736,296.0
1136049979326128296,36.0
1207209148404128429,151.0
1345020765138606680,74.0
1141896476135288861,116.0
1077299049563276246,60.0
928057490981745010,32.0
21246678,209.0
1365057376696852218,60.0
1299772162371460783,99.0
1309425394493150228,80.0
51407002,79.0
6161577,95.0
1038550150193103098,147.0
3853827,183.0
49947635,35.0
49206824,139.0
868581909570959457,114.0
861654430179627831,138.0
1355894677758262891,66.0
1292966528011997669,183.0
7214366,157.0
1130467635370077109,148.0
51676835,128.0
8904822,51.0
1130912719887904829,27.0
1236771704968041984,178.0
21037710,206.0
1095609411639493595,82.0
1344171156667232974,125.0
872947453233477988,165.0
558502367451039543,63.0
1244685424342561584,101.0
1320940367658124934,79.0
1178249276343956386,62.0
1298532054730428864,92.0
34564940,110.0
41736693,98.0
933787467486916448,107.0
1020105868408978604,104.0
31666053,234.0
984264098401329574,249.0
789877058946064795,81.0
23135722,91.0
1177330841402774003,61.0
803499642694166848,60.0
918772256357902268,192.0
51315323,142.0
683765858594504515,66.0
1074553331340565378,83.0
6715953,305.0
1096945426341632598,49.0
4216775,59.0
791654712413909805,93.0
39739019,235.0
1355659435901036586,84.0
898339504314820232,100.0
733203321284276483,102.0
15825062,134.0
50540002,59.0
775474904410300828,114.0
684479764152213799,377.0
755655359202420425,91.0
39842252,35.0
1031228404011579032,98.0
889826472484487170,15.0
1273686185789706776,41.0
47401884,149.0
1112426841674016568,96.0
1215165511662535573,164.0
929557713072747008,25.0
19097752,290.0
956248335206333527,41.0
1090389979694506485,298.0
50459403,129.0
644741450992124555,110.0
619947295160894536,106.0
1347072645249654695,213.0
19359353,51.0
960573471897575656,49.0
50318860,190.0
778043196253758625,210.0
1162298905331362820,155.0
1355818268622351928,258.0
1081757077147631850,39.0
1311715257558039911,20.0
1191526556129384584,131.0
1353073262004877236,49.0
810608720901573761,35.0
28300401,90.0
1350637539403170688,102.0
833332888695282574,58.0
1178036570815287375,175.0
781803030054855119,212.0
1207773441408426046,159.0
817968272962040270,81.0
736908246244539038,25.0
52447755,130.0
43331911,126.0
1321806277496117812,213.0
1351465960319712078,190.0
37970163,78.0
1162250487149907940,86.0
1320228499812832173,50.0
939700762192130927,273.0
43699292,23.0
771800945804954210,89.0
988891444550851208,73.0
960632192303318362,44.0
41993641,62.0
1335068235724775957,46.0
1139056684315441387,52.0
769280891188661473,153.0
685388827840030724,126.0
35423821,20.0
1217934747597151542,68.0
818725593683197017,826.0
