host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_Barajas,neighbourhood_group_Carabanchel,neighbourhood_group_Centro,neighbourhood_group_Chamartín,neighbourhood_group_Chamberí,neighbourhood_group_Ciudad Lineal,neighbourhood_group_Fuencarral - El Pardo,neighbourhood_group_Hortaleza,neighbourhood_group_Latina,neighbourhood_group_Moncloa - Aravaca,neighbourhood_group_Moratalaz,neighbourhood_group_Puente de Vallecas,neighbourhood_group_Retiro,neighbourhood_group_Salamanca,neighbourhood_group_San Blas - Canillejas,neighbourhood_group_Tetuán,neighbourhood_group_Usera,neighbourhood_group_Vicálvaro,neighbourhood_group_Villa de Vallecas,neighbourhood_group_Villaverde,neighbourhood_Acacias,neighbourhood_Adelfas,neighbourhood_Aeropuerto,neighbourhood_Aguilas,neighbourhood_Alameda de Osuna,neighbourhood_Almagro,neighbourhood_Almenara,neighbourhood_Almendrales,neighbourhood_Aluche,neighbourhood_Ambroz,neighbourhood_Amposta,neighbourhood_Apostol Santiago,neighbourhood_Arapiles,neighbourhood_Aravaca,neighbourhood_Arcos,neighbourhood_Argüelles,neighbourhood_Atalaya,neighbourhood_Atocha,neighbourhood_Bellas Vistas,neighbourhood_Berruguete,neighbourhood_Buenavista,neighbourhood_Butarque,neighbourhood_Campamento,neighbourhood_Canillas,neighbourhood_Canillejas,neighbourhood_Casa de Campo,neighbourhood_Casco Histórico de Barajas,neighbourhood_Casco Histórico de Vallecas,neighbourhood_Casco Histórico de Vicálvaro,neighbourhood_Castellana,neighbourhood_Castilla,neighbourhood_Castillejos,neighbourhood_Chopera,neighbourhood_Ciudad Jardín,neighbourhood_Ciudad Universitaria,neighbourhood_Colina,neighbourhood_Comillas,neighbourhood_Concepción,neighbourhood_Corralejos,neighbourhood_Cortes,neighbourhood_Costillares,neighbourhood_Cuatro Caminos,neighbourhood_Cuatro Vientos,neighbourhood_Cármenes,neighbourhood_Delicias,neighbourhood_El Goloso,neighbourhood_El Pardo,neighbourhood_El Plantío,neighbourhood_El Viso,neighbourhood_Embajadores,neighbourhood_Entrevías,neighbourhood_Estrella,neighbourhood_Fontarrón,neighbourhood_Fuente del Berro,neighbourhood_Fuentelareina,neighbourhood_Gaztambide,neighbourhood_Goya,neighbourhood_Guindalera,neighbourhood_Hellín,neighbourhood_Hispanoamérica,neighbourhood_Horcajo,neighbourhood_Ibiza,neighbourhood_Imperial,neighbourhood_Jerónimos,neighbourhood_Justicia,neighbourhood_La Paz,neighbourhood_Legazpi,neighbourhood_Lista,neighbourhood_Los Angeles,neighbourhood_Los Rosales,neighbourhood_Lucero,neighbourhood_Marroquina,neighbourhood_Media Legua,neighbourhood_Mirasierra,neighbourhood_Moscardó,neighbourhood_Niño Jesús,neighbourhood_Nueva España,neighbourhood_Numancia,neighbourhood_Opañel,neighbourhood_Orcasitas,neighbourhood_Orcasur,neighbourhood_Pacífico,neighbourhood_Palacio,neighbourhood_Palomas,neighbourhood_Palomeras Bajas,neighbourhood_Palomeras Sureste,neighbourhood_Palos de Moguer,neighbourhood_Pavones,neighbourhood_Peñagrande,neighbourhood_Pilar,neighbourhood_Pinar del Rey,neighbourhood_Piovera,neighbourhood_Portazgo,neighbourhood_Pradolongo,neighbourhood_Prosperidad,neighbourhood_Pueblo Nuevo,neighbourhood_Puerta Bonita,neighbourhood_Puerta del Angel,neighbourhood_Quintana,neighbourhood_Recoletos,neighbourhood_Rejas,neighbourhood_Rios Rosas,neighbourhood_Rosas,neighbourhood_Salvador,neighbourhood_San Andrés,neighbourhood_San Cristobal,neighbourhood_San Diego,neighbourhood_San Fermín,neighbourhood_San Isidro,neighbourhood_San Juan Bautista,neighbourhood_San Pascual,neighbourhood_Santa Eugenia,neighbourhood_Simancas,neighbourhood_Sol,neighbourhood_Timón,neighbourhood_Trafalgar,neighbourhood_Universidad,neighbourhood_Valdeacederas,neighbourhood_Valdefuentes,neighbourhood_Valdemarín,neighbourhood_Valdezarza,neighbourhood_Vallehermoso,neighbourhood_Valverde,neighbourhood_Ventas,neighbourhood_Vinateros,neighbourhood_Vista Alegre,neighbourhood_Zofío,price_real,price_predicho,diferencia,%_por_debajo,es_oportunidad
4615520,40.41274,-3.6983,-0.2361263351617113,1.510211891378454,-0.00917326459510713,-0.2214307192968413,-0.017177529715240905,-0.4103754117353835,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.0,125.98167579161668,-27.98167579161668,-0.22210909337244022,True
6386247,40.40865,-3.7106,-0.2859615243682291,0.5638074176677931,-0.397498500478217,-0.4635360418562667,-0.7674774398893269,-0.7103490254303143,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69.0,98.19773300874232,-29.19773300874232,-0.29733612084652616,True
5298015,40.41983,-3.68797,-0.2859615243682291,3.6942222153261333,0.8798871438741183,-0.3482477930184451,-0.5226427323588356,2.0751202445940433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.0,139.61047250630384,-30.610472506303836,-0.21925627753263052,True
1549114,40.41758,-3.70472,-0.3357967135747469,-0.2057962202947225,-0.7142901402775962,-0.4635360418562667,-1.2966363239068401,-0.7532023988153045,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,51.0,68.19083615233879,-17.19083615233879,-0.2520989200650707,True
16500535,40.41264,-3.7125,-0.2859615243682291,1.0422096791039512,-0.20333588253666204,-0.4635360418562667,0.46459399155443537,1.0466392833542806,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,118.16432273742517,-38.16432273742517,-0.3229766976469769,True
17556638,40.40872,-3.70008,-0.2859615243682291,1.7182128746115664,0.08279850179826109,-0.4289495672049202,0.1802698150674133,-0.4532287851203736,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,114.79649048935292,-41.79649048935292,-0.3640920581385668,True
3606346,40.41409,-3.70458,-0.3357967135747469,3.1222195114350746,0.6550672704681072,-0.40589191743735586,-1.2018615984111662,2.332240484903984,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,94.0,123.78809971742942,-29.788099717429418,-0.24063783017452073,True
15183471,40.41306,-3.71003,-0.2361263351617113,3.3094203963448754,0.772586749748522,-0.4404783920887024,-1.0833931915415735,0.7466656696593498,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,120.72022299873088,-43.720222998730875,-0.3621615493469599,True
9934732,40.42588,-3.70587,-0.3357967135747469,4.682226885683416,1.2988696352216844,-0.4520072169724845,-1.3677173680285957,-0.7532023988153045,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.0,80.91757310656399,-46.91757310656399,-0.5798193310219046,True
34209057,40.48042,-3.72047,0.31206074610998435,-0.16419602364810004,-0.6938519699679587,-0.4635360418562667,-1.3677173680285957,-0.49608215850536375,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0,25.475068638219913,-5.475068638219913,-0.21491870016027115,True
34331457,40.40961,-3.69711,-0.2859615243682291,3.819022805266001,0.9616398251126678,-0.4635360418562667,-1.0202100412111244,0.2752785624244584,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.0,86.62625803758277,-24.626258037582772,-0.28428167850559444,True
40870178,40.41581,-3.70269,-0.2361263351617113,4.172624476762292,1.145583357899404,-0.4635360418562667,-0.20672698070658893,2.1179736179790334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,131.76663127981956,-36.76663127981956,-0.27902839226224097,True
40957790,40.42381,-3.6179,-0.3357967135747469,9.39344915591341,3.342686666185421,-0.4520072169724845,-0.7358858647241022,4.47490915415349,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,30.05955482223874,-6.059554822238741,-0.20158498214869586,True
41092861,40.42038,-3.69874,-0.3357967135747469,2.3110156768259364,0.35360425840095616,-0.4635360418562667,0.46459399155443537,0.6181055495043793,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.0,47.352736611222156,-14.352736611222156,-0.3031025794572703,True
33447642,40.41171,-3.70078,-0.1862911459551935,1.4166114489235535,0.2105370662334945,-0.4635360418562667,-1.3677173680285957,0.4038386825794288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,82.0,121.02461600746042,-39.02461600746042,-0.3224518886724234,True
8831188,40.41328,-3.7031,8.584702154391938,-0.5801979901143247,-0.8675764175998764,-0.4635360418562667,1.5071159720068497,-0.7532023988153045,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,100.52879002635639,-40.52879002635639,-0.4031560512737759,True
41633971,40.41097,-3.69479,-0.2859615243682291,4.099824132630702,1.1200356450123572,-0.4404783920887024,-0.7437837585154083,1.7322932575141223,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,43.76231947492868,-8.762319474928681,-0.20022520698311227,True
2864064,40.42101,-3.71032,-0.3357967135747469,2.37341597179587,0.3893710564428215,-0.23295954418062345,0.9858549817806425,0.2752785624244584,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,121.31286141860042,-31.31286141860042,-0.25811658427998585,True
43099214,40.44039,-3.69812,-0.2859615243682291,0.10620525455494596,-0.5763324906875439,-0.4635360418562667,-1.3677173680285957,0.7466656696593498,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39.0,52.0490893005244,-13.0490893005244,-0.25070735100052804,True
4083688,40.41315,-3.69597,-0.2361263351617113,2.7686178399387833,0.5579859614973298,-0.4289495672049202,-1.3045342176981463,1.0466392833542806,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,102.79031095647748,-29.790310956477484,-0.28981633268033424,True
3797913,40.41667,-3.70748,-0.13645595674867572,1.1670102690438187,-0.12158320129811262,-0.4404783920887024,-1.3677173680285957,0.8752257898143201,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,98.0,135.75518940795342,-37.755189407953424,-0.27811231064247977,True
43919337,40.42133,-3.698,-0.2859615243682291,0.9174090891640839,-0.22888359542370876,-0.4404783920887024,-0.9807205722545934,0.7466656696593498,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.0,153.98100764524997,-30.981007645249974,-0.20120018773111126,True
2321467,40.41044,-3.73523,-0.2859615243682291,2.9350186265252733,0.6397386427358793,-0.4520072169724845,-0.017177529715240905,0.7466656696593498,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.0,24.40779126580984,-7.407791265809841,-0.3035010904975491,True
44107041,40.46322,-3.72396,0.36189593531650216,-0.008195286223265805,-0.6223183738842281,-0.4520072169724845,0.6936329115023142,-0.6246422786603341,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.0,32.08032278514431,-10.080322785144311,-0.3142213640634653,True
3569462,40.43229,-3.67494,-0.2361263351617113,2.4254162176041483,0.4149187693298681,-0.4520072169724845,-1.3677173680285957,0.31813193580944854,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,46.42704102797131,-11.427041027971313,-0.2461289967001507,True
4615520,40.40785,-3.70728,-0.2361263351617113,1.6870127271265996,0.09812712953048902,-0.2214307192968413,0.5514708232588033,-0.4103754117353835,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,103.28636917113694,-28.28636917113694,-0.2738635252466739,True
4975799,40.41537,-3.70331,-0.3357967135747469,4.765427278976662,1.3652936887280058,-0.32519014325088075,1.1675065389806842,1.0466392833542806,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,128.16599046786226,-33.16599046786226,-0.2587737226294729,True
15347349,40.41301,-3.72495,-0.2361263351617113,1.2294105640137525,-0.09603548841106589,-0.4520072169724845,-0.056666998671771746,0.31813193580944854,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,109.94844399957813,-24.94844399957813,-0.22691038719632864,True
14034758,40.42425,-3.68818,-0.13645595674867572,-0.5281977443060466,-0.831809619558011,-0.4404783920887024,0.14867823990218862,-0.7103490254303143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140.0,183.93910080781637,-43.939100807816374,-0.23887852346155,True
