id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39521170,INCREIBLES VISTAS.Parkingopcional. Palacio/catedra,19494417,Myriam,Arganzuela,Imperial,40.4136848449707,-3.717535972595215,Entire home/apt,170.0,6,93,2025-03-05,1.43,1,322,18,EDG-395-VT
34990141,Champions League Final Madrid,68488856,Jacobo,Moncloa - Aravaca,Valdezarza,40.46109,-3.71159,Private room,600.0,1,0,,,1,365,0,
1319566824635287414,tu refugio perfecto 1,668679283,Jose Ricardo,Ciudad Lineal,Quintana,40.43502,-3.64618,Private room,46.0,1,6,2025-03-09,2.4,2,359,6,
666410708507269774,Estudio privado en Lavapies,64887162,Alain,Centro,Embajadores,40.40981258646053,-3.702682256698608,Entire home/apt,64.0,3,131,2025-02-21,4.27,9,1,50,
16204754,Tranquilo apartamento en Atocha,105847696,Alicia,Arganzuela,Palos de Moguer,40.40536,-3.69141,Entire home/apt,85.0,30,31,2025-02-19,0.34,1,49,6,
943286979915372325,Giugliano - 1 bedroom in Goya,346367515,Ukio,Salamanca,Goya,40.42624,-3.67432,Entire home/apt,124.0,31,0,,,341,234,0,
7618785,HABITACIÓN EL LA LATINA,39958878,María,Centro,Palacio,40.41154,-3.70919,Private room,,1,0,,,1,0,0,
1164303393431811013,habitación colina,579055284,Yocasta,Puente de Vallecas,Numancia,40.3983639784208,-3.654233515262604,Private room,41.0,3,41,2025-03-06,4.56,1,1,41,
827983754642532578,Cozy interior studio in Sol,472867051,Patricia,Centro,Palacio,40.4176841464951,-3.7092912291355744,Entire home/apt,103.0,1,26,2025-01-26,1.08,18,344,7,
48063944,Cómoda habitación en el barrio de Salamanca,276606662,Verónica,Salamanca,Castellana,40.43363026476331,-3.684870472524756,Private room,50.0,1,255,2025-03-02,5.66,1,88,89,
627297597786992564,Cómodo acogedor apartamento en Alfonso XIII a/c,459172422,Iris And Lupita,Chamartín,Prosperidad,40.447159,-3.663242,Entire home/apt,51.0,2,89,2025-03-07,2.64,1,63,38,
12355841,¡Siéntete como en casa!,66728317,Inés,Chamberí,Rios Rosas,40.43877,-3.69794,Entire home/apt,,3,27,2020-07-31,0.25,1,0,0,
1247069974342500650,Confortable y Acogedor,487073123,Julia,Tetuán,Berruguete,40.46115,-3.70564,Entire home/apt,63.0,2,23,2025-03-02,4.31,1,68,23,
21026173,Safe place. Two spaces of tranquility and luxury,505981,Fernando,Centro,Embajadores,40.41043,-3.70746,Entire home/apt,312.0,2,81,2025-03-05,0.92,3,296,26,VT-2333 VT-5431
1221764628230566510,Chueca Coqueto Estudio c/Gravina,589986095,Benedicta,Centro,Justicia,40.422089983780616,-3.697401157795938,Private room,,6,19,2025-02-22,3.1,4,0,19,
4161286,Fabuloso apto 70m2 junto al Retiro,12199712,Miguel,Retiro,Ibiza,40.41614,-3.67528,Private room,,30,0,,,1,0,0,
1325628435428009249,Centro de la ciudad-Palacio Real,7170175,Andres,Centro,Palacio,40.41571,-3.71224,Entire home/apt,81.0,1,6,2025-03-02,4.19,2,14,6,
725820376966588504,Double room sup + extra bed in Madrid center,97884420,Aitziber,Centro,Embajadores,40.4131278,-3.7047039,Private room,130.0,1,59,2024-09-03,2.0,5,208,46,1809/82
1106362908625961720,Double room new flat near skylines Cuatro Torres,565665655,Alex,Tetuán,Almenara,40.47398522121116,-3.69401864314867,Private room,,1,1,2024-05-31,0.11,1,0,1,
933865609174960962,Gran Vía luxe new apartment,6598518,Jose,Centro,Sol,40.4193287,-3.7040759,Entire home/apt,112.0,2,137,2025-02-19,6.84,4,247,87,
8549390,quiet double room and apartment available 4u,13471137,Roberto,Centro,Palacio,40.41246,-3.71135,Private room,,3,14,2016-11-21,0.12,1,0,0,
53597414,Flat with perfect views to the center by SharingCo,432136940,Javier,Centro,Sol,40.416428,-3.704311,Entire home/apt,211.0,1,132,2025-02-21,3.4,2,328,53,
14863261,"Center of Madrid, Cool room",61753406,Juan,Salamanca,Lista,40.43126,-3.67736,Private room,,7,1,2017-06-26,0.01,17,0,0,
1133154215213102655,Habitación en Legazpi,518713670,Bemadrid,Arganzuela,Delicias,40.3950921257778,-3.693787450111651,Private room,29.0,30,2,2024-07-02,0.21,245,160,2,
1027787985314045929,Exclusive Apartment in Salamanca,546990164,Paula,Salamanca,Recoletos,40.4279069,-3.6859041,Entire home/apt,,30,8,2024-09-10,0.52,1,0,5,
1029541864745867260,Ático con terraza en Gran Vía,197506862,Miguel,Centro,Sol,40.41983271938828,-3.700011944651004,Entire home/apt,156.0,2,46,2025-02-20,2.99,4,4,36,
1149695753256784726,Familia seguridad y confort,294279529,Carol,San Blas - Canillejas,Amposta,40.42920992896342,-3.617721274495125,Private room,32.0,1,13,2024-10-27,1.28,1,95,13,
1162464072745010977,Acogedor Piso en Madrid Centro,579087587,Fabiola,Centro,Universidad,40.4228,-3.70349,Entire home/apt,101.0,3,31,2025-02-19,3.27,1,39,31,
950351753410295154,Comfortable Down Town DoubleRoom,31867744,Nestor,Chamberí,Gaztambide,40.43635707438913,-3.712279461311969,Private room,49.0,2,55,2025-03-10,2.87,1,209,40,
51064352,Mini casa muy luminosa independiente con jardín,40152530,Julio,Ciudad Lineal,Pueblo Nuevo,40.43212,-3.63493,Entire home/apt,59.0,2,46,2025-02-16,1.1,3,69,11,
761374326407936771,New Heima Colon Square,23603298,Heima,Centro,Justicia,40.42566,-3.6936,Entire home/apt,178.0,3,100,2025-02-18,3.66,20,295,48,09/769977.9/20
880545388469056042,Se alquila habitacion de confor,494454853,Norma Elizabeth,Carabanchel,Abrantes,40.38301039071752,-3.7272318452596656,Private room,45.0,1,0,,,2,33,0,
12909846,Atocha Center,70761322,Jose,Arganzuela,Palos de Moguer,40.404587,-3.697003,Entire home/apt,123.0,5,166,2025-02-25,1.55,1,1,19,VT-11496
1357197276034972778,Apartamento en El Viso,33981256,Rocio,Chamartín,El Viso,40.44857897030781,-3.6824972383052095,Entire home/apt,103.0,2,1,2025-03-03,1.0,1,335,1,
1259403642727064802,Habitación con Baño privado.Madrid Rio capital.,337334904,Omar,Carabanchel,San Isidro,40.40065,-3.72294,Private room,,2,0,,,1,365,0,
851829980439286477,Standard Triple Room,312813621,Inhala,Centro,Palacio,40.4207587,-3.7085097,Private room,209.0,1,6,2023-08-07,0.15,4,328,0,
19473236,FINAL CHAMPIONS 15 MINUTS FROM WANDA METROPOLITANO,113698599,Fernando,Moncloa - Aravaca,Casa de Campo,40.42783,-3.73306,Private room,465.0,1,2,2017-09-17,0.02,1,365,0,
1030220905229116463,C9 Piso privado reformado + WIFI,492033758,Impulsa,Latina,Lucero,40.40561,-3.74334,Entire home/apt,87.0,1,74,2025-02-16,5.38,6,176,67,
1141722895956729172,Preciosa habitacion en el centro de madrid.,533424208,Lisseth,Ciudad Lineal,Ventas,40.41939153827483,-3.652963440592454,Private room,56.0,1,3,2024-12-09,0.73,1,364,3,
806358241518058742,acogedora habitación,496358149,Eduardo,Moratalaz,Fontarrón,40.39943831085698,-3.640606354381892,Private room,30.0,1,54,2025-03-02,2.09,3,285,8,
736645096685367660,Beautiful flat with pool in the center,483393679,Jaime Alberto,Centro,Justicia,40.42196,-3.69694,Entire home/apt,,1,5,2023-07-11,0.18,1,0,0,
1201217332420216297,Estudio Barrio Malasaña,589923536,Domus For Us,Centro,Universidad,40.42568395692808,-3.7054782798150736,Entire home/apt,84.0,3,10,2025-01-23,1.64,1,0,10,
666574080070390423,Habitación cerca de Madrid Río,468351664,Jose,Arganzuela,Legazpi,40.38533,-3.68853,Private room,,1,0,,,2,0,0,
26469909,Habitación en Tribunal,199053254,Ay,Centro,Universidad,40.42483,-3.70189,Private room,,2,1,2018-07-09,0.01,1,0,0,
53442180,Estudio exterior con encanto en el centro-Madrid,144246035,Rosa,Centro,Universidad,40.42270278930664,-3.7030980587005615,Entire home/apt,100.0,10,69,2025-01-03,1.75,16,81,14,
29025037,Where dreams come true! balcony & peaceful place,88328128,Leticia,Ciudad Lineal,Ventas,40.43179,-3.65254,Private room,,3,194,2025-01-01,2.49,3,1,39,VT-11971
54142097,Bernabeu Comfort apartment in Madrid,377605855,MIT House,Chamartín,Hispanoamérica,40.45702,-3.67931,Entire home/apt,80.0,1,40,2025-02-27,1.12,340,328,19,
43966113,Huertas Flat Madrid 1,225570970,Royal,Centro,Cortes,40.41382,-3.7005,Entire home/apt,92.0,1,64,2025-02-16,1.16,35,81,14,
21923527,Apartamento en pleno Retiro/Apartment by the Park,159965220,Bruno,Retiro,Ibiza,40.41755,-3.67612,Entire home/apt,,2,1,2017-12-09,0.01,1,0,0,
757044913739928657,Setenil - 1 bedroom in Salamanca,346367515,Ukio,Salamanca,Recoletos,40.42565,-3.68482,Entire home/apt,160.0,31,1,2024-08-02,0.14,341,37,1,
1097676853695268353,Lovely  remodeled flat  Madrid,501580981,Josefina,Usera,Zofío,40.379531542362464,-3.7163686226744015,Entire home/apt,81.0,5,1,2024-04-02,0.09,1,216,1,
25976126,"Loft room in Madrid center, PL PEDRO ZEROLO, NO.1",195243908,Soffie,Centro,Justicia,40.42146,-3.69927,Private room,,1,1,2018-08-23,0.01,3,0,0,
48808804,Habitación doble en una de las mejores ubicaciones,393735624,Manuel,Chamberí,Trafalgar,40.43005,-3.699,Private room,,180,0,,,1,0,0,
1191526424445737659,XI PlazaMayorSuites XI Catedral De La Almudena,85954448,César Raúl,Centro,Embajadores,40.4136828,-3.7070348,Entire home/apt,124.0,1,3,2024-10-13,0.51,31,332,3,
1139105461764090520,BNBHolder Boutique SOL V,430264712,Emilio,Centro,Sol,40.41798063568871,-3.700820317002466,Private room,184.0,1,32,2025-01-16,3.3,68,344,32,
906963128043684224,Habitación individual 303,514227840,Andrea,Hortaleza,Canillas,40.4642787,-3.649709699999999,Private room,30.0,90,1,2023-09-30,0.06,14,364,0,
3819941,Inviting Flat @ Madrid's Heart,5012713,Janette,Centro,Embajadores,40.41255,-3.70337,Entire home/apt,125.0,28,27,2025-01-01,0.23,9,211,3,
1025856331458060365,Numa | Standard Studio with Kitchenette in Madrid,546752699,Silvina Soledad,Centro,Universidad,40.4261211,-3.7024497,Entire home/apt,114.0,1,20,2025-03-08,1.35,3,0,17,
13615700,estudio cómodo y tranquilo para larga estancia,2353995,María,Puente de Vallecas,Palomeras Sureste,40.38801,-3.63945,Entire home/apt,,60,135,2024-12-09,1.28,3,0,6,
53804922,Waou Los Austrias I - Alquiler Corta Duración,430264712,Emilio,Centro,Palacio,40.41158,-3.71294,Entire home/apt,153.0,1,31,2024-10-29,0.82,68,330,9,
43843683,2 Bedroom 1 Bathroom apartment with pool in Atocha,265147782,Sleep,Retiro,Adelfas,40.39984,-3.67118,Entire home/apt,,60,1,2023-01-04,0.04,17,0,0,
930355684619051478,Mi gatita dada es anfitriona verdadera.,492804109,Shinko,Retiro,Ibiza,40.4203445,-3.6779431,Private room,38.0,1,38,2024-10-01,2.08,2,279,19,
21762182,"BEST LOCATION-SOL private terrace, cozy apt, WIFI",145991627,Ivan Y Carol,Centro,Sol,40.41645,-3.7027,Entire home/apt,106.0,1,253,2025-03-04,2.94,3,118,68,
45241696,Apartamento Goya Duplex 3 hab MadridCentro Garaje,80228133,Daniel,Centro,Palacio,40.41666412353516,-3.7087149620056152,Entire home/apt,230.0,1,41,2025-03-09,1.2,6,82,13,
1070227250160965401,Madrid Río & Palacio Real IV,103113162,Stephanie,Arganzuela,Imperial,40.41280403646569,-3.721702922267982,Private room,40.0,5,41,2025-02-28,3.08,2,260,37,
644962710503905533,B-CityCentre-La Latina-WiFi-A/C,463272758,Isidoro,Centro,Embajadores,40.40602,-3.70637,Entire home/apt,101.0,1,320,2025-02-27,9.78,1,237,125,
1036174884490650553,Habitación doble con escritorio,11769281,Giuliana & Mario,Chamartín,Hispanoamérica,40.45666360915309,-3.676806931096431,Private room,41.0,1,4,2025-02-16,0.28,14,243,3,
1156369358105656181,Plaza de las Salesas-10-3,576464572,Maria Mercedes,Centro,Justicia,40.424238443276174,-3.693910490463309,Private room,,15,1,2024-08-29,0.15,168,0,1,
1178859584060660053,Charming Madrid Castilla-Cuzco I - Renovado,583428757,Rachel,Tetuán,Valdeacederas,40.4627343,-3.6981062,Entire home/apt,88.0,1,10,2025-02-25,1.61,5,337,10,
52748774,Habitación con cama doble,20626127,Vera,Ciudad Lineal,Quintana,40.43653,-3.64599,Private room,65.0,2,34,2024-12-09,0.83,1,76,12,
26466686,romero robledo,199025586,Yin,Moncloa - Aravaca,Argüelles,40.43107,-3.71962,Entire home/apt,,5,0,,,1,0,0,
44272734,Habitación Suite 3 / Arganzuela Planetario,325163963,Tourist,Arganzuela,Delicias,40.39638,-3.68972,Private room,65.0,1,44,2024-09-24,0.78,24,327,5,
28395067,HABITACIÓN MADRID CENTR0 LIBRE USO COCINA TERRAZA,1714541,Ignacio Maria,Retiro,Pacífico,40.40689,-3.67566,Private room,39.0,1,115,2025-02-09,3.2,17,0,27,
883188356495078168,Estudio muy luminoso a un paso del Bernabéu,367231040,Renata,Tetuán,Cuatro Caminos,40.44939385900682,-3.6960225050922255,Entire home/apt,94.0,1,90,2025-02-09,4.14,1,142,48,
1156284894252016508,Huertas-71-1,576464572,Maria Mercedes,Centro,Cortes,40.41411,-3.69567,Private room,,15,0,,,168,0,0,
1188958450860727359,Gran Via Appartments,38194374,Giovanni,Centro,Universidad,40.42339,-3.70831,Entire home/apt,129.0,2,11,2025-02-09,1.4,1,345,11,
1135387604943812130,Habitación Privada con 8 Camas,568187402,Ramon,Centro,Embajadores,40.4100651,-3.7005546,Private room,343.0,1,0,,,7,0,0,
839854772111184516,Flat with AC nearby Metro. Newly reformed &equiped,36735861,Juan,Ciudad Lineal,San Pascual,40.44153,-3.65077,Entire home/apt,87.0,3,61,2025-02-16,2.68,1,270,29,
1313114215820289276,El Patio de la Latina,36503894,Marta Y Enrique,Centro,Palacio,40.4093231,-3.7120463,Entire home/apt,107.0,1,11,2025-03-01,6.23,48,325,11,
37614939,Apartamento de un dormitorio interior para 4 pers.,283942777,New Point Ópera,Centro,Palacio,40.41832,-3.70851,Entire home/apt,155.0,1,13,2025-02-18,0.44,11,1,7,
8356032,"Room Mate Madrid - Luxury living in Madrid center, 1ESP | DELUXE ROOM",547389,Eugenia,Chamberí,Vallehermoso,40.43984,-3.70494,Private room,,30,1,2023-09-21,0.06,4,190,0,
52823242,Organisedroom2 shared Apartment In Madrid,427229180,Mariane,Chamberí,Rios Rosas,40.44588,-3.69619,Private room,49.0,1,46,2024-12-20,1.12,3,179,24,
1337484829308559468,Acogedor estudio en Gran Vía,562048819,José Antonio,Centro,Universidad,40.4231884,-3.7076994,Entire home/apt,74.0,2,3,2025-03-02,2.43,6,64,3,
903436628895051298,Apartamento en Gran Vía -  Del S.XIX,34576559,May,Centro,Palacio,40.4190375407973,-3.711268932900765,Entire home/apt,165.0,1,16,2025-01-02,0.93,1,159,13,
1024592889482687783,ÁTICO Gran-Via Luxury private flat - 2BD,467361675,Cherry Host,Centro,Universidad,40.42075,-3.7026,Entire home/apt,170.0,2,43,2025-02-20,2.74,1,146,31,
45973538,Apartamento en el Madrid Histórico  4pax,361930,Maria,Centro,Cortes,40.41149,-3.69697,Entire home/apt,157.0,2,150,2025-03-02,2.87,3,235,56,
897083661848699057,"Estudio  ""Puerta del Sol"" 26 (Alq.Temporada)",96804915,Gius,Centro,Cortes,40.41588,-3.70105,Entire home/apt,81.0,1,75,2025-02-17,3.61,21,66,35,
42785641,Picasso downtown Months Wifi  Temporadas Rentals,16177101,Simone,Centro,Sol,40.41978,-3.70358,Entire home/apt,158.0,28,1,2022-01-18,0.03,5,357,0,
1338951381398038654,Bonito y moderno apartamento en Vallecas - Madrid,567015539,Alfonso,Puente de Vallecas,San Diego,40.3923553,-3.6712174,Entire home/apt,92.0,1,1,2025-02-10,1.0,1,18,1,
1239980754538302141,Espacioso y reformado piso en Chamberi,70034218,Aigerim,Chamberí,Rios Rosas,40.43999687568908,-3.6938581270825455,Private room,31.0,120,0,,,21,277,0,
34593580,Espacioso apartamento junto a la Gran Vía,22321820,Vanrays,Centro,Universidad,40.42246,-3.70676,Entire home/apt,219.0,30,144,2025-02-09,2.1,44,203,34,EXENTO - Alquiler de Temporada según la LAU
12808440,"Nice Duplex, Madrid Center",69819428,Alba,Salamanca,Goya,40.42637,-3.67785,Entire home/apt,,3,1,2016-09-11,0.01,1,0,0,
1355242454295335334,Habitación privada Centro Madrid,515058798,Wilmary,Centro,Cortes,40.41542,-3.70067,Private room,84.0,1,0,,,3,128,0,
696837304808004683,Studio Apartment with an idyllic Juliet Balcony,475256425,Minna,Arganzuela,Palos de Moguer,40.40303,-3.69772,Entire home/apt,186.0,1,104,2025-01-27,3.57,4,357,29,
18155070,Charming Apartment. WIFI. A/C. 2´Metro,125191135,Rafa & Ali,San Blas - Canillejas,Simancas,40.4367,-3.63438,Entire home/apt,68.0,2,385,2025-02-28,4.01,1,102,63,VT-6306
1340776525312095396,Habitación privada en Madrid,393781117,Elio,Carabanchel,Abrantes,40.38471,-3.72023,Private room,24.0,3,0,,,1,328,0,
1067274018282112310,Duke Vallehermoso Int.303,444912851,Duke,Chamberí,Vallehermoso,40.44240997531728,-3.713571722407892,Entire home/apt,89.0,1,3,2025-01-03,0.22,150,0,1,
558487143008331355,Double Room Ensuite,314662107,Felipe,Centro,Embajadores,40.41315,-3.70415,Private room,,1,1,2022-04-25,0.03,5,0,0,
1146385127154308675,Cozy & Modern-1Bedroom 1Bath-Av. de America,574990734,David,Chamartín,Prosperidad,40.44157906213291,-3.676679145974781,Entire home/apt,116.0,1,20,2025-02-23,1.97,16,56,20,
49435994,New! Modern & Charming with 8 balconies,36583877,Chris & Kim,Centro,Embajadores,40.408302,-3.700412,Entire home/apt,177.0,4,139,2025-02-05,3.1,1,102,31,
1234597607682551179,"Amplio Piso: 7 habs, 4 baños sobre Gran Vía",104954660,Chloe,Centro,Justicia,40.42090752707107,-3.699989157212322,Entire home/apt,714.0,1,20,2025-02-24,3.87,10,255,20,
36231372,At 5mim to metro Lavapies and 10min to Sol,134904524,Arturo,Centro,Embajadores,40.407,-3.70146,Entire home/apt,,2,0,,,2,0,0,
1028127805948552837,Estudio precioso Plaza España,44019533,Konrad,Centro,Universidad,40.42591729999999,-3.711285,Entire home/apt,,5,5,2024-12-30,0.35,1,0,4,
938813206785202068,Piso Exclusivo Plaza de España,139203467,Fernando,Moncloa - Aravaca,Argüelles,40.42469612445206,-3.713546620747819,Entire home/apt,225.0,3,51,2025-02-23,5.52,4,54,51,
1273941305238370944,Juan Bravo XVI,438136382,Home Club,Salamanca,Castellana,40.4328989,-3.6813539,Entire home/apt,,1,0,,,334,0,0,
569429712899258497,"Madrid Center ""Plaza Mayor - Palace""",191505096,Elena,Centro,Palacio,40.415108,-3.709264,Entire home/apt,143.0,10,100,2024-02-05,2.75,4,334,0,
4659571,Single room in La Latina.,23649429,Moises,Centro,Embajadores,40.40889,-3.70847,Private room,,1,175,2023-11-03,1.43,2,0,0,
1226715513133515076,Central Madrid En-suite Haven,77736183,Johan,Centro,Embajadores,40.41273371010666,-3.700741841488487,Private room,31.0,3,19,2025-02-01,3.33,10,53,19,
683292876592673002,Estudio Madrid 2,468851616,Estudio,Carabanchel,Opañel,40.3880409,-3.7298791,Entire home/apt,69.0,3,129,2025-02-18,4.27,4,49,45,
39962039,Heart of Madrid Public parking / Breakfast free,156174483,Frederic,Centro,Embajadores,40.41182355709046,-3.698736188634094,Entire home/apt,212.0,3,36,2025-01-11,0.56,3,265,8,
1298502398387047940,Habitación 2,30117906,Antonio,Puente de Vallecas,San Diego,40.39007,-3.66669,Private room,24.0,2,12,2025-02-28,4.0,2,77,12,
1349319912577066564,Beddy Hostels 17,668111100,Elba,San Blas - Canillejas,Simancas,40.43788,-3.63222,Private room,44.0,1,0,,,14,72,0,
43104791,Moderno y Luminoso Apartamento frente al Retiro,343081815,Nadia,Salamanca,Recoletos,40.42185,-3.68463,Entire home/apt,,30,0,,,1,0,0,
1031229806044934802,Estudio en Madrid Centro 1C,547380295,Wilfredo,Centro,Sol,40.41862,-3.70207,Entire home/apt,93.0,3,0,,,11,0,0,
32606898,Your home en Madrid,245111355,Angela,Carabanchel,Vista Alegre,40.39155,-3.73847,Private room,,1125,20,2020-01-24,0.27,1,0,0,
19795158,All Apartment at Tipical Currala of Madrid.,48927615,Design 2xA,Centro,Embajadores,40.40982,-3.69975,Entire home/apt,,3,47,2018-12-09,0.51,1,0,0,
31248415,"Habitación ideal cómoda, limpia, cerca del Centro",224200014,Roxana,Ciudad Lineal,Concepción,40.43713,-3.65328,Private room,,2,107,2024-03-27,1.43,1,0,4,
651246520843949296,"Luxury in Malasaña: Lujoso & Estiloso, TOP",464702990,Pilar Y Dani,Centro,Universidad,40.42578,-3.70808,Entire home/apt,211.0,2,136,2025-02-17,4.11,2,281,46,
899739344563817355,Nice flat at street level <M> Prosperidad,291253690,Francisco Andres,Chamartín,Ciudad Jardín,40.44697,-3.67403,Entire home/apt,120.0,1,50,2025-02-27,2.37,300,314,33,En proceso
1005515475750801813,Apartamento por Alonso Martínez,142175605,Ana,Chamberí,Almagro,40.43445,-3.69772,Entire home/apt,,3,75,2025-02-01,4.51,29,1,56,
905860137253760543,Big & Modern apartment with cinema / Close to all,89655373,Oscar,Chamartín,Prosperidad,40.44007806085843,-3.674266445060736,Entire home/apt,110.0,29,20,2024-10-20,0.98,1,88,6,
1198837823607360069,AyZ Juan de Mena Hab doble 2 Camas Baño Privado,555462823,Karina,Retiro,Jerónimos,40.4173796,-3.6926749,Private room,,1,3,2024-10-13,0.39,1,231,3,
50560154,HOTEL SUITES FERIA DE MADRID,408505882,Hotel Suites Feria De Madrid,Hortaleza,Canillas,40.45782,-3.64577,Private room,,1,2,2021-07-13,0.04,9,101,0,
37514697,Habitación privada en Madrid,145353732,Soraya,Ciudad Lineal,Pueblo Nuevo,40.43322,-3.64489,Private room,386.0,1,0,,,1,365,0,
51555472,Nuevo apartamento en el corazón de Madrid,394687867,Jorge,Centro,Palacio,40.42034,-3.71034,Entire home/apt,151.0,28,62,2024-12-29,1.46,88,40,8,
1365276377025243160,Habitación de piso compartido,661816734,Felipe,Chamberí,Gaztambide,40.43235777310546,-3.7157716038784216,Private room,21.0,30,0,,,58,279,0,
780962253564692138,New Heima Gran Vía 2A,23603298,Heima,Centro,Universidad,40.42224,-3.70191,Entire home/apt,115.0,3,43,2025-02-20,1.66,20,334,17,03/167356.9/17
1125865602250718314,AA17-05 Alojamiento moderno en el centro de Madrid,567327895,Santiago,Centro,Universidad,40.42868315805752,-3.708797966983226,Private room,,180,0,,,101,226,0,
26556405,Habitación individual,133742725,Maria,Chamberí,Vallehermoso,40.44564,-3.7091,Private room,49.0,2,37,2024-07-14,0.46,3,76,5,
1156541895163362775,Valderribas-51 ESC IZDA-2,576464572,Maria Mercedes,Retiro,Pacífico,40.40461661723612,-3.674285121747842,Private room,,15,0,,,168,0,0,
27187208,ROOM CHICK,25601630,Nancy,Latina,Puerta del Angel,40.40958,-3.73856,Private room,40.0,30,3,2022-06-18,0.07,1,365,0,
22173645,Confortable Apartamento 1 hab. 4 personas Max.,161976701,Juan,Barajas,Casco Histórico de Barajas,40.47392,-3.58179,Entire home/apt,,1,67,2019-09-22,0.76,1,0,0,
975274637435942532,Olala Style Suites - Double Room | 13min to Retiro,129000409,Ittai,Puente de Vallecas,San Diego,40.39123407915456,-3.666223078765096,Private room,84.0,1,12,2025-01-04,0.71,33,352,5,
643264160360144708,"Coqueto apartamento en pleno centro, Sol",429521299,Marli,Centro,Cortes,40.41488,-3.70103,Entire home/apt,350.0,2,10,2024-07-14,0.31,16,98,1,
1276257229195271679,Habitación independiente,28007126,Enrique,Retiro,Pacífico,40.403323363428285,-3.67335446736674,Private room,41.0,1,3,2024-11-03,0.69,1,0,3,
23576978,EXECUTIVE SALAMANCA NEIGHBORHOOD,124381557,Barbieri Real Estate,Salamanca,Lista,40.42889,-3.67849,Entire home/apt,111.0,1,110,2025-02-05,1.29,6,264,13,VT-6430
1155575062815795388,Conde de Vilches-31-4,576464572,Maria Mercedes,Salamanca,Guindalera,40.43646902280008,-3.668995584634553,Private room,,21,1,2024-08-11,0.14,168,0,1,
42856189,Increíble Estudio en plena Gran Via de Madrid,9355754,Natalia,Centro,Sol,40.41924,-3.70246,Entire home/apt,,23,4,2021-09-25,0.07,2,0,0,
1144909250386615430,N06 luxury Deluxe Madrid,22089497,Jule,Centro,Universidad,40.42579,-3.70637,Entire home/apt,325.0,2,2,2024-09-29,0.24,33,268,2,
1354197933387081560,ch 5torres 6,444912851,Duke,Tetuán,Almenara,40.47230945753848,-3.692662330662804,Private room,102.0,1,0,,,150,0,0,
917881281338253495,Ático con terraza en Tetuan,518713670,Bemadrid,Tetuán,Berruguete,40.460874272734095,-3.6993640162181616,Entire home/apt,76.0,90,0,,,245,191,0,
933788739049576505,Piso 1 Dormitorio en Adelfas,518713670,Bemadrid,Retiro,Adelfas,40.39887401499663,-3.669119448524028,Entire home/apt,,30,2,2024-07-17,0.12,245,1,1,
1036302853166567623,Bonito apartamento en Sol,529456759,Alvaro,Centro,Cortes,40.41523,-3.7013,Entire home/apt,102.0,3,10,2024-11-11,0.68,2,70,8,0442702VK4704B0005IJ
52824501,habitación doble a 20'de Callao,122533642,Inmaculada,San Blas - Canillejas,Canillejas,40.44706,-3.611293,Private room,,1,8,2022-11-20,0.2,3,0,0,
565786949616805228,"Apartamento en pleno centro de Madrid, 3",40111464,Elena,Centro,Palacio,40.41566,-3.71093,Entire home/apt,160.0,1,331,2025-02-19,9.05,8,130,101,
38472428,ALQUILER HABITACIÓN CENTRO MADRID,194341278,José Miguel,Centro,Justicia,40.42312,-3.6963,Private room,45.0,2,142,2025-03-03,2.13,1,150,35,
26550190,Tranquilo estudio a 5 minutos de Atocha,2938475,Paula,Arganzuela,Palos de Moguer,40.40146,-3.69031,Entire home/apt,49.0,1,130,2024-08-04,1.6,1,0,28,
1355820908116512559,Glamuroso dúplex de diseño,666409332,Penelope,Centro,Universidad,40.42065,-3.70183,Entire home/apt,365.0,1,0,,,2,51,0,
1314391888478150536,Apartamento Plaza de Toros Madrid Nsgb,394139103,Brandon,Salamanca,Guindalera,40.43338859804147,-3.6646343385859055,Entire home/apt,90.0,5,0,,,13,134,0,VT
1042767803090676499,Habitación en Avenida de la Ilustración,550220537,Juan Carlos,Fuencarral - El Pardo,Peñagrande,40.48177153148672,-3.718501925468445,Private room,,1,12,2024-06-09,0.87,1,0,8,
1020100477348259624,Luxury Apartment in Barrio Las Letras A2 0i,107335103,Jose Alejandro,Centro,Cortes,40.41251,-3.69843,Entire home/apt,78.0,1,9,2025-02-14,0.62,95,349,7,
939747470912137884,Habitación doble con baño exclusivo-La Justicia,526878650,Javier,Centro,Justicia,40.4274621,-3.6981835,Private room,78.0,3,1,2023-10-22,0.06,1,0,0,
28802147,Los Flamencos de Malasaña • Madrid Center 45m²,217227097,Antonio,Centro,Universidad,40.42290060000001,-3.7023101,Entire home/apt,119.0,2,106,2025-02-27,1.37,1,44,12,VT-9467
576142853243270389,Habitación grande con zona verde Dos personas,432636130,Larissa,Usera,Orcasitas,40.37217,-3.71087,Private room,27.0,1,214,2025-03-01,5.99,2,323,77,
964215020855105778,Bonito Apartamento Madrid Rio,533413620,Ronny,Carabanchel,Opañel,40.38830435608822,-3.721868293115967,Entire home/apt,116.0,1,14,2024-12-30,0.78,2,199,4,
1222971808292170380,The ideal place for your work trip,594333297,Ricardo,San Blas - Canillejas,Canillejas,40.43678252946645,-3.60856287880643,Entire home/apt,57.0,3,15,2025-03-03,2.45,1,231,15,
