id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8804545,Private room in La Latina-El Rastro,45339508,Daisuke,Centro,Embajadores,40.40837,-3.70842,Private room,58.0,2,74,2025-02-02,0.65,1,92,31,
49925860,Habitación Privada con baño de uso exclusivo!,327143247,Ricardo,Chamberí,Trafalgar,40.43376,-3.70326,Private room,56.0,3,97,2025-02-23,2.3,1,299,32,
51589054,Madrid rio the best,3275902,Esther,Moncloa - Aravaca,Casa de Campo,40.42495,-3.7258,Entire home/apt,,90,0,,,1,0,0,
1067266136458968168,Duke Vallehermoso Int.103,444912851,Duke,Chamberí,Vallehermoso,40.44378474871727,-3.711957258138214,Entire home/apt,85.0,1,3,2025-03-01,0.23,150,276,1,
14913490,Room with twin beds near Stadium Bernabeu.,12859487,Mireille,Chamartín,El Viso,40.45126,-3.67773,Private room,70.0,3,12,2024-11-03,0.13,1,164,4,
47880403,Avenida America Confort Xiii apartment in Madrid,377605855,MIT House,Chamartín,Prosperidad,40.44326,-3.66721,Entire home/apt,87.0,1,43,2025-02-21,0.87,340,350,17,VT-2835
567166039348719364,Temporary accomodation: Madrid Rio with Terrace,296046044,Ruben,Latina,Puerta del Angel,40.4091,-3.73414,Entire home/apt,125.0,1,12,2025-02-13,1.38,3,168,12,VT REGISTRADA
20563987,Spacious and Comfortable Apartment in Madrid,146871714,Maria Ecomo,Latina,Puerta del Angel,40.41342,-3.73185,Entire home/apt,,4,12,2018-05-16,0.13,1,0,0,03/390249.9/17
905370524438836025,Moderno apartamento en el Río,16824878,Adrián,Usera,Orcasur,40.38235314515471,-3.693561423356587,Entire home/apt,,2,15,2024-05-18,0.8,1,0,11,
988823234375161256,Estudio acogedor. Chamberi. No turístico.,67024778,Paola,Chamberí,Almagro,40.437836163198696,-3.697412770245336,Entire home/apt,81.0,2,71,2025-02-16,4.34,8,130,51,
29310279,Calle Huertas Acogedor by RegalateMadrid,30348413,Enrique H,Centro,Cortes,40.41338,-3.69674,Entire home/apt,109.0,3,192,2024-11-17,2.61,4,73,8,
929689060219196030,MyHouseSpain - Acogedor piso cerca de Atocha I,45621438,Jorge,Arganzuela,Palos de Moguer,40.402092070382125,-3.6936169844856246,Entire home/apt,98.0,1,23,2025-03-05,1.13,35,0,20,
782333744819953463,Acogedora Buhardilla -1Dormitorio 1Baño -Salamanca,491511167,Elvira,Salamanca,Recoletos,40.42896,-3.68528,Entire home/apt,88.0,1,7,2025-02-18,0.29,1,20,4,
1264294234504594382,"Madrid al Cielo, Alquiler Temporal",8321213,Paula,Centro,Cortes,40.411359002748775,-3.696370777520939,Entire home/apt,87.0,20,4,2025-02-24,1.69,31,165,4,
1198308642988404537,Exclusivo Terraza Tortosa,530101786,Galota,Arganzuela,Atocha,40.4067899170443,-3.691569956599392,Entire home/apt,280.0,3,17,2025-02-10,2.14,30,103,17,
53782059,Newly Renovated Design apartment,57261707,Alvaro,Centro,Justicia,40.424725,-3.696322,Entire home/apt,281.0,4,62,2024-11-30,1.64,2,126,7,
1244784502610293385,Soho Boutique Loft en Gran Vía,563198493,Olga,Centro,Universidad,40.4213789,-3.707142,Entire home/apt,340.0,1,2,2025-02-22,0.63,3,339,2,
34889670,Classic and daring in the heart of Madrid,262986281,Juan Jose,Centro,Justicia,40.42252,-3.69953,Entire home/apt,88.0,4,83,2025-02-15,1.18,1,30,21,
34836238,"ALQUILER ÁTICO, CHAMPIONS, A 10min  DEL WANDA.",262622230,Carlota,San Blas - Canillejas,Simancas,40.43879,-3.61425,Entire home/apt,,1,0,,,1,0,0,
1080532840067833159,Ramales room 3 with balcony and shared bathroom,225570970,Royal,Centro,Palacio,40.41806,-3.71167,Private room,69.0,3,10,2025-01-02,0.87,35,152,10,
36378589,Apartamento Eraso,273543105,Apartamento,Salamanca,Guindalera,40.4337,-3.67007,Entire home/apt,,2,9,2020-03-01,0.14,1,0,0,
701901852588359290,Smart Apartment with pool in Salamanca District,120066393,Lola,Salamanca,Lista,40.4311,-3.67313,Entire home/apt,107.0,2,89,2025-03-02,2.91,24,257,32,
49281130,"Stylish Apartment in Plaza Santa Ana, Madrid.",92184438,Tato,Centro,Cortes,40.41437,-3.70016,Entire home/apt,166.0,1,424,2025-02-20,9.23,5,41,115,
593339978512343657,Ideal apartamento en pleno Rios Rosas,2689135,Elodia,Chamberí,Rios Rosas,40.44427,-3.69689,Private room,43.0,3,169,2025-03-04,4.83,1,324,55,00824441Y
1365298138231026850,"Tu rincón en La Latina para 7, Calle Toledo 77",555873416,QuintaAvenida,Centro,Embajadores,40.4103499,-3.7088863,Entire home/apt,155.0,1,0,,,1,213,0,
1321214434545059419,tu refugio perfecto 2,668679283,Jose Ricardo,Ciudad Lineal,Quintana,40.43693,-3.64645,Private room,36.0,1,3,2025-02-19,2.09,2,0,3,
13340206,Loft/Estudio con terraza en Madrid,12523869,Eña,Chamberí,Almagro,40.43379,-3.69359,Entire home/apt,,2,48,2019-12-22,0.45,1,0,0,
44038162,Un lugar cómodo y tranquilo,77353633,Alberto,Arganzuela,Acacias,40.39819,-3.70288,Private room,,4,0,,,1,0,0,
786785882312495133,Apartamento en centro de Madrid,492253458,Mariano,Centro,Embajadores,40.40911571036532,-3.703792921347981,Entire home/apt,84.0,3,92,2025-02-17,3.45,1,101,36,
44148009,Bright and Modern Apartment with Balconies,354859349,Gran Central Suites,Centro,Universidad,40.42565,-3.70698,Entire home/apt,138.0,1,37,2024-11-17,0.68,4,0,7,AM-1350
44535695,Vintage loft en el centro de Madrid con vistas,329629714,Alvaro,Centro,Embajadores,40.40906,-3.70923,Entire home/apt,82.0,2,303,2025-02-15,5.51,9,23,68,
38955551,Alcalá Yellow Sun. 4 Bedrooms. 6 beds. 2 baths.,262612878,Raúl,Ciudad Lineal,Quintana,40.43289,-3.65125,Entire home/apt,139.0,3,177,2025-03-08,2.67,1,295,50,VT-12633
583797652414158506,HITA III APARTMENT IN MADRID CENTER CALLAO / GRAN VIA,48341644,Alejandro,Centro,Universidad,40.42109,-3.70442,Entire home/apt,107.0,1,16,2024-09-30,0.44,4,204,3,VT 7729
8203469,Habitación céntrica en Madrid,43259319,Nuria,Moncloa - Aravaca,Casa de Campo,40.42213,-3.7244,Private room,,1,4,2015-12-08,0.03,1,0,0,
755579155114411377,Gran hab central A/A uso libre cocina,1714541,Ignacio Maria,Retiro,Pacífico,40.40547,-3.67603,Private room,47.0,1,5,2025-02-10,0.19,17,270,3,
1077766392857827155,Puente de Vallecas,558790879,Eli,Puente de Vallecas,Portazgo,40.38534206407192,-3.650245690141277,Entire home/apt,66.0,10,1,2024-11-24,0.28,10,1,1,
40098112,Designer Luxe El Retiro Park,67640840,Pat,Retiro,Jerónimos,40.41086077997235,-3.687562312377617,Entire home/apt,375.0,3,94,2025-03-02,1.47,1,288,38,
1086170256078768097,Ático Duplex en Puerta del Sol,527819833,Sergio,Centro,Cortes,40.41424955993864,-3.702091316434768,Entire home/apt,134.0,1,23,2025-02-03,2.07,8,296,23,
24151782,Casa Reina,181071082,Malika,Centro,Universidad,40.42433,-3.7013,Entire home/apt,82.0,5,158,2025-01-29,1.88,2,202,18,
45185055,Apartament confortable. Bernabéu,216310014,Aparthotel G3,Tetuán,Castillejos,40.45823,-3.70011,Entire home/apt,108.0,2,7,2025-02-17,0.17,17,321,5,106/2006/1387
19341770,Kuku,135507348,Liz,Centro,Cortes,40.41462,-3.6996,Entire home/apt,,1,0,,,1,0,0,
1349153728273709005,Lavapies Apartament,676918539,Manu,Centro,Embajadores,40.40979,-3.69932,Entire home/apt,53.0,1,1,2025-03-04,1.0,2,333,1,
25069074,Simple & Cozy room for 1 Near Sol and La Latina,189058637,Ariel,Centro,Embajadores,40.4128,-3.70712,Private room,,3,15,2019-08-29,0.18,20,0,0,
1116066638677341741,habitación individual en Madrid,486744308,Jose,Puente de Vallecas,Palomeras Bajas,40.38577946599398,-3.6537471340827032,Private room,32.0,4,15,2025-03-10,1.36,1,357,15,
1142534207531881182,Modern apartment-2Bedrooms 1Bath-Cuatro Caminos,452288513,Javier,Tetuán,Cuatro Caminos,40.44937932595894,-3.7028477805041153,Entire home/apt,166.0,1,4,2024-09-12,0.38,19,358,4,
1284128405964168359,Apart diseño centro san bernardo esquina gran via,104826573,Jose Luis,Centro,Universidad,40.42269,-3.70834,Entire home/apt,156.0,3,9,2025-02-10,2.84,1,208,9,
694682714762225892,In Tetuán - metro stop at 300m,467736757,Javier,Tetuán,Bellas Vistas,40.45166,-3.7042,Entire home/apt,83.0,3,60,2024-12-01,2.01,1,192,23,
19535948,Preciosos Apartamento en Lavapiés.,76061099,Juan Carlos,Centro,Embajadores,40.40845,-3.70071,Entire home/apt,350.0,1,0,,,1,363,0,
722363073656869550,Departamento recién reformado por Retiro.,151379921,Mariana,Retiro,Ibiza,40.41927,-3.67825,Entire home/apt,120.0,32,10,2023-05-28,0.34,1,63,0,
34672755,Cosy Quiet Room Close To Tetuan,1994848,Celine,Tetuán,Berruguete,40.45905,-3.70034,Private room,490.0,2,1,2019-12-08,0.02,1,83,0,
21041035,Malasaña Center,112373304,Daniel,Centro,Universidad,40.42355,-3.7012,Entire home/apt,,1,145,2024-09-18,1.6,68,0,14,
917235927978046459,Apt. on Maria de Molina St – Ideal for Couples!,107141654,Leeways,Salamanca,Castellana,40.43658663897323,-3.6834074943308415,Entire home/apt,103.0,27,13,2024-08-30,0.63,87,0,4,
782503856086224913,en pleno corazón de Madrid !,491539237,Carlos Harvey,Centro,Palacio,40.42189,-3.70897,Private room,113.0,1,0,,,1,365,0,
1318035950656979852,Apartamento Nuevos Ministerios,668373376,Christian,Salamanca,Recoletos,40.42109,-3.68739,Entire home/apt,74.0,1,0,,,1,237,0,
1094806388447749245,Bright apartment in the center of Madrid,120858280,Maria,Centro,Embajadores,40.4137,-3.70658,Entire home/apt,126.0,1,0,,,1,253,0,
1313780230875437974,La Estancia de Leganitos 1,663436093,Oscar,Centro,Palacio,40.4210968,-3.7098061,Entire home/apt,128.0,1,1,2025-01-26,0.73,19,361,1,
50041406,Room for student or worker boys,16944831,Andrés,Moratalaz,Fontarrón,40.39823,-3.63999,Private room,,7,2,2022-07-05,0.05,17,0,0,
25047520,Linda habitación Parque El Retiro,142223688,Betty,Retiro,Ibiza,40.41591,-3.67635,Private room,35.0,7,111,2025-02-28,1.34,4,0,19,
1066607715802926508,Sitio familiar y agradable,415882345,Sandra,Carabanchel,Puerta Bonita,40.3834374,-3.7302005,Private room,28.0,1,128,2025-03-05,9.37,2,28,110,
54051574,Precioso y cómodo apartamento El Rastro-La Latina,276347372,Carolyn,Centro,Embajadores,40.40988,-3.70556,Entire home/apt,89.0,2,88,2025-02-28,2.28,2,147,41,
33921059,Las mejores vistas desde el centro de Madrid,29859518,Fatima,Chamberí,Almagro,40.42584,-3.69111,Entire home/apt,,2,57,2020-05-26,0.81,1,0,0,
1037471248644192502,Apartment in Príncipe Pío / Pz. España,460391145,Francisco Andres,Moncloa - Aravaca,Casa de Campo,40.42104002155871,-3.7234935888338416,Entire home/apt,133.0,1,0,,,142,264,0,En proceso
1188896401825237965,Moderno e Brilhante: Seu Refúgio Perfeito!,5298015,Diego,Ciudad Lineal,Ventas,40.42481,-3.65551,Entire home/apt,67.0,2,58,2025-03-03,7.47,11,323,58,
1211568329124762166,Santa Isabel Centro,530101786,Galota,Centro,Embajadores,40.40904,-3.69715,Entire home/apt,103.0,3,1,2025-02-10,1.0,30,165,1,
26879953,Feel at home on your holiday,1790942,Lizzy And Jesse,Usera,Moscardó,40.38589,-3.71274,Entire home/apt,,2,0,,,1,0,0,
781152615810135002,Acogedor apartamento junto a Madrid Rio,8244614,Mad About You,Carabanchel,Comillas,40.39691,-3.71388,Entire home/apt,73.0,3,34,2025-02-10,1.47,5,52,21,
1201290880457008444,Cozy studio-Chamberí,589922840,Lourdes Muñoz,Chamberí,Arapiles,40.43297710594649,-3.7097320455362808,Entire home/apt,104.0,1,5,2025-01-20,0.68,1,273,5,
22043848,Sol & Gran Via: quiet and fully renovated. AC,160967778,Ana & Rick,Centro,Sol,40.41891,-3.70227,Entire home/apt,93.0,4,176,2024-12-30,2.0,3,24,16,
1131626613036794978,Coliving Madrid centro (retiro),504121118,Arnau,Retiro,Jerónimos,40.40864155596356,-3.6813838946676007,Private room,29.0,31,0,,,19,158,0,
38642976,Apartamento en pleno barrio de Malasaña.,69334868,Alvaro,Centro,Universidad,40.42456,-3.70488,Entire home/apt,,4,0,,,1,0,0,
1189081120756159364,Excelente zona Atocha,580718362,Darlyn,Arganzuela,Palos de Moguer,40.40302,-3.69253,Private room,41.0,1,61,2025-02-28,7.35,1,139,61,
1053180,Cozy flat in the heart of Madrid,5798033,Federico,Centro,Embajadores,40.41045,-3.7057,Entire home/apt,136.0,2,364,2025-02-09,2.56,1,298,46,
18800052,Downtown Charming Apartment Gran Vía | A016,5542111,Apartamentos Day Madrid,Centro,Universidad,40.421349,-3.706204,Entire home/apt,159.0,1,300,2024-10-23,3.17,35,298,6,VT-10276
760532884492573092,Yelow apartment,402683004,Ruth,Tetuán,Valdeacederas,40.46861,-3.70585,Entire home/apt,67.0,4,11,2024-11-12,0.41,46,90,8,
1353053543023649164,Casa 14 - deluxe triple room (private bathroom),505025129,Mark Gal,Chamartín,El Viso,40.439280529870224,-3.682318886776805,Private room,105.0,1,4,2025-02-19,4.0,9,292,4,
1283194122042064335,Precioso apartamento centroMAD2p,6288128,Javier,Centro,Justicia,40.42187097965565,-3.697391318030271,Entire home/apt,102.0,2,11,2025-02-28,3.71,20,200,11,
29850079,Habitación,206493136,Gonzalo,Latina,Puerta del Angel,40.41443,-3.72639,Private room,,1,0,,,1,0,0,
33605612,"Madrid comfort, fast Wi-Fi, SmartTV 55"" 4K",46695381,Antonio,Chamartín,Prosperidad,40.4404,-3.6726,Entire home/apt,76.0,1,153,2025-02-28,2.13,1,27,39,
821497047333112223,4 Ways Vi apartment in Madrid,377605855,MIT House,Tetuán,Cuatro Caminos,40.45166212970882,-3.7028298943460234,Entire home/apt,128.0,1,33,2025-01-27,1.33,340,323,14,
934530225620287575,Habitación individual 102,514227840,Andrea,Hortaleza,Canillas,40.4642787,-3.649709699999999,Private room,,90,0,,,14,67,0,
1236007462396095443,Cozy Design Studio in La Latina,15784257,Natalia,Centro,Embajadores,40.41044350000001,-3.7079744,Entire home/apt,98.0,30,1,2024-11-28,0.3,2,281,1,
1302125786830393964,Place of Chueca exterior Amplio,543094374,Hamza,Centro,Justicia,40.4232884,-3.6994182,Entire home/apt,203.0,1,2,2025-02-10,0.81,15,280,2,
752655595577434466,Cazorla - 2 bedrooms in Trafalgar,346367515,Ukio,Chamberí,Trafalgar,40.43038,-3.70101,Entire home/apt,,31,0,,,341,12,0,
6283743,"Habitación con balcón,baño privado, Gran Via",14629836,Edu,Centro,Universidad,40.422210693359375,-3.707093954086304,Private room,39.0,1,748,2025-02-18,6.31,17,285,92,
21882221,Studio apartment in the city center,55700173,William,Centro,Universidad,40.42284,-3.70819,Entire home/apt,,5,0,,,1,0,0,
53493422,Superior Suite Breakfast Included (3 People),188308989,Blume Cruz,Centro,Cortes,40.41396,-3.70188,Private room,,1,0,,,10,0,0,B84109933
944870486446094841,Jardines de Tetuán IV,438136382,Home Club,Tetuán,Valdeacederas,40.46678,-3.70285,Entire home/apt,110.0,30,0,,,334,219,0,
918643712404771027,Alojamiento completo en Madrid Río,111129718,Ana,Arganzuela,Legazpi,40.38768,-3.69522,Entire home/apt,146.0,3,17,2025-02-28,0.83,1,246,9,
28874140,Apartamento junto al Santiago Bernabéu con garage,216627848,Beatriz,Tetuán,Castillejos,40.45728,-3.6953,Entire home/apt,,2,15,2023-01-06,0.19,1,0,0,VT-11009
44425754,Appartment in Neighborhood Malasaña,69391870,Pablo,Centro,Universidad,40.42146,-3.70391,Entire home/apt,,2,0,,,1,0,0,
771033293303077664,Céntrico apartamento en Madrid,106152691,Elena,Arganzuela,Delicias,40.397909595151205,-3.6942608964752632,Entire home/apt,,3,23,2025-01-02,0.84,1,0,13,
34839756,"Habitacion doble,bien comunicada, 5 paradas de sol",262650014,Ivan Y Nilda.,Usera,Pradolongo,40.37958908081055,-3.705045938491821,Private room,,2,49,2025-02-23,0.7,1,1,19,
40003700,Bonito Apartamento C/ Alcalá -Quintana,94320350,César,Ciudad Lineal,Ventas,40.43087,-3.64933,Entire home/apt,,3,1,2019-12-09,0.02,1,0,0,
833046262327892080,Encantador apartamento en Madrid,37032566,Carlos,Moncloa - Aravaca,Valdezarza,40.46307640304482,-3.7129934232698623,Entire home/apt,80.0,2,39,2024-09-30,1.6,6,301,15,
22080173,Habitacion con cama doble CB Retiro,161007162,Angel,Retiro,Pacífico,40.4052,-3.68076,Private room,,1,0,,,1,0,0,
1241804936398449129,Precioso piso en Palacio,518713670,Bemadrid,Centro,Palacio,40.42086,-3.70816,Entire home/apt,74.0,90,0,,,245,365,0,
19980724,Habitación en la Latina,140578346,Giulia,Centro,Embajadores,40.40791,-3.70978,Private room,,1,1,2017-08-24,0.01,1,0,0,
29210809,Tirso Boutique,112373304,Daniel,Centro,Embajadores,40.40986,-3.70177,Entire home/apt,128.0,1,76,2024-07-07,0.98,68,49,4,
1354529229722249762,Habitación 3 triple con balcón,675888282,Raul,Centro,Sol,40.417233,-3.7060982,Private room,79.0,1,0,,,5,209,0,
45378440,Artist Residency: LOFT Live-Work Unit Metro Line 1,357778647,Gregory,Tetuán,Berruguete,40.46137,-3.70439,Entire home/apt,,7,6,2024-05-10,0.13,1,0,1,
1320346578021095261,Vistas a la Plaza Colon,28038703,Luxury Rentals Madrid,Chamberí,Almagro,40.42584,-3.69122,Entire home/apt,180.0,1,1,2025-02-03,0.94,48,305,1,
947931555126823750,Apartamento con vistas,70680911,Miguel,Tetuán,Castillejos,40.457060758100894,-3.696583973137112,Entire home/apt,78.0,4,34,2025-03-03,1.79,7,82,24,
18798332,La Gata - Madrid,11650026,Ana,Latina,Cármenes,40.40277,-3.74163,Entire home/apt,145.0,7,30,2025-01-13,0.32,4,299,3,VT3767
1186154512379431922,Exclusive apartments in Madrid city,560846948,Vivenio Residencial Socimi,Hortaleza,Pinar del Rey,40.47128,-3.65608,Entire home/apt,77.0,2,14,2025-02-16,2.98,2,17,14,
19604768,Beds (and sofa) for nights,137842519,Alba,Arganzuela,Delicias,40.39693,-3.69466,Private room,,1,0,,,1,0,0,
16024004,Beautiful & Centric- 3Bedrooms - Fuencarral,104227989,Josefa,Centro,Justicia,40.42414,-3.69964,Entire home/apt,207.0,1,183,2024-12-14,1.83,1,65,19,
20060669,Peace in the city center. + 10 euros parking place,45759520,Alejandro,Arganzuela,Acacias,40.39841,-3.70486,Entire home/apt,,4,6,2017-10-21,0.06,3,0,0,
685968452533686715,Art Nouveau in Madrid,5144517,Fernando Swindontravelers,Salamanca,Castellana,40.43113798925823,-3.6838905655726815,Entire home/apt,267.0,5,2,2025-02-13,0.07,10,70,1,
51550052,Radda - 2 bedrooms in Justicia,346367515,Ukio,Centro,Justicia,40.42153,-3.70013,Entire home/apt,143.0,31,0,,,341,221,0,
928684964441863955,Art Loft,6038964,Andrey,Centro,Embajadores,40.40954,-3.69994,Entire home/apt,77.0,2,9,2023-11-05,0.45,2,216,0,
1000876765264124732,Cama doble con TV,11769281,Giuliana & Mario,San Blas - Canillejas,Canillejas,40.43769,-3.61022,Private room,32.0,4,5,2025-02-07,0.39,14,213,4,
42511337,Luxury flat in barrio Chamberí,118943529,Antonio,Chamberí,Rios Rosas,40.44053,-3.69481,Entire home/apt,121.0,3,71,2024-07-23,1.21,1,156,14,
17244583,BEAUTIFUL AND COMFORTABLE ROOM + PRIVATE BATHROOM,5387587,Leonardo,Centro,Universidad,40.42659,-3.70264,Private room,64.0,2,286,2025-02-19,2.95,2,246,61,
725789004115538685,Urban Barajas 8,136199330,Fabrizio,Barajas,Alameda de Osuna,40.45804,-3.58806,Private room,57.0,2,130,2025-03-09,4.37,8,315,48,
921750894613798891,Departamento de una habitación,81734062,Andrés,Tetuán,Berruguete,40.45945984850587,-3.704336173832417,Entire home/apt,121.0,4,9,2024-10-27,0.53,1,261,7,
655600942932700879,"Blueground | Trafalgar, furnished & equipped",434208714,Blueground,Chamberí,Trafalgar,40.4351278,-3.7031621,Entire home/apt,151.0,30,1,2022-11-05,0.03,247,9,0,
1126746728907750702,Bernabeu Place Iii apartment in Madrid,377605855,MIT House,Chamartín,Nueva España,40.46203731460683,-3.687015883040313,Entire home/apt,137.0,1,24,2025-02-22,2.18,340,339,24,
999720587637395627,Refugio Zen junto a Gran Vía,40877988,Raul,Centro,Universidad,40.42204894283746,-3.703601057919867,Entire home/apt,53.0,1,33,2025-01-25,1.97,128,202,11,
909371495991077892,Habitación individual solo para chicas,206632541,Elena,Latina,Aluche,40.39442,-3.7625,Private room,25.0,2,12,2025-01-31,0.58,1,140,10,
35872066,¡Acogedor Estudio en el Centro de Madrid!,57763104,Alba,Centro,Universidad,40.42833,-3.70418,Entire home/apt,,1,0,,,1,0,0,
34609539,Room with private bathroom next to the Metro,18379380,Karina,San Blas - Canillejas,Rosas,40.42441,-3.60457,Private room,34.0,4,38,2024-11-28,0.54,1,26,11,
34849494,Cozy apartment in the heart of Malasaña,52079659,Marcos,Centro,Universidad,40.42561,-3.70496,Entire home/apt,,15,1,2019-06-02,0.01,1,0,0,
29613341,Gran Via-Sol - Months - Seasons Work & Stud.,16177101,Simone,Centro,Sol,40.41996,-3.70524,Entire home/apt,114.0,30,11,2024-03-29,0.15,5,135,1,
907109961558639006,Luminosa habitación individual 201,514227840,Andrea,Hortaleza,Canillas,40.4642787,-3.649709699999999,Private room,30.0,30,1,2024-01-07,0.07,14,283,0,
964253294574156684,At 20' by Metro from the city centre (A),533423349,Click,Chamartín,Prosperidad,40.4389264587436,-3.674564576196282,Entire home/apt,65.0,2,30,2025-03-09,1.72,7,141,14,13817
1261644376841566186,Habitación bien comunicada,362773979,Alexandra,Retiro,Adelfas,40.39992,-3.67082,Private room,,1,6,2024-12-01,1.26,2,0,6,
573675659192152971,Habitación doble y baño privado en Madrid central,70956000,Sonia,Arganzuela,Acacias,40.4019,-3.70311,Private room,,2,78,2024-06-23,2.21,1,0,8,
34861739,Final Champions/UCL - Habitación en piso,262816941,Eduardo,Fuencarral - El Pardo,Pilar,40.47375,-3.71116,Private room,,1,1,2019-06-03,0.01,1,0,0,
1071600131467788360,Apartment in a great area of Gran Vía,133056146,Iván,Centro,Universidad,40.4209708,-3.7033754,Entire home/apt,104.0,1,7,2025-02-05,0.9,85,357,7,
46118957,Bonito Apartamento en Embajadores,59485654,Gerard,Centro,Embajadores,40.40822,-3.70308,Entire home/apt,60.0,3,206,2025-02-23,3.97,2,115,66,
914456272886749563,Pios 3 Dorm Barrio La Latina,518713670,Bemadrid,Centro,Palacio,40.409427006147325,-3.7108266193510233,Entire home/apt,,30,3,2024-07-15,0.16,245,219,2,
1168205064512889879,Confortable habitación con baño privado,123493552,Dalisha,Usera,Orcasitas,40.3716,-3.71702,Private room,50.0,1,27,2025-02-23,2.86,3,121,27,
1340502026142255966,Apartamento loft Noviciado,348567404,Adolfo,Centro,Universidad,40.42698,-3.70858,Entire home/apt,43.0,21,0,,,1,3,0,
714865258567521049,Apartment next to Gran Vía- Madrid Cente,467101283,Angel Luis,Centro,Universidad,40.42167,-3.70507,Entire home/apt,171.0,1,25,2025-02-24,0.84,1,290,9,
1070223123989552844,Cozy studio in Tetuan 1/6,291253690,Francisco Andres,Tetuán,Cuatro Caminos,40.45498179903903,-3.701140071027464,Entire home/apt,76.0,1,33,2025-02-08,2.51,300,274,30,En proceso
38169475,País tropical room 2,50602488,Marta,Centro,Palacio,40.41021,-3.71615,Private room,,1,2,2019-09-23,0.03,1,0,0,
1151975378636983500,Hotel room at Gran Via by Vincci,576444295,Vincci Capitol,Centro,Palacio,40.4204465,-3.7065821,Private room,181.0,1,0,,,6,113,0,
1321793225986456129,Historic Center 3 bedroom apartment-1 min to metro,47607603,Ana Isabel,Centro,Cortes,40.41374,-3.69903,Entire home/apt,14965.0,3,2,2025-01-25,0.92,8,48,2,
1299863181463644994,Apartamento Vistalegre VII,663883427,Pedro,Carabanchel,San Isidro,40.39021,-3.73221,Entire home/apt,61.0,1,0,,,3,287,0,
34339600,Home,259252507,Patricia,Carabanchel,Buenavista,40.37079,-3.73813,Private room,29.0,2,58,2025-03-01,0.87,1,326,22,
19692022,"Quiet, Bijou Bolt-hole with Terrace by Plaza de Santa Ana",24617398,Rotem,Centro,Cortes,40.41333,-3.69903,Entire home/apt,,3,374,2025-03-06,4.02,1,0,55,VT-8140
19120060,Cozy flat for a couple + wifi + computer,133611970,Joel,Puente de Vallecas,Numancia,40.40094,-3.66513,Entire home/apt,,3,7,2017-07-13,0.07,1,0,0,
823930688307785345,Moderno loft en la Plaza Mayor.,457247044,Aviación,Centro,Sol,40.41537438525879,-3.7071917755990342,Entire home/apt,,1,53,2024-06-16,2.13,2,0,9,
995511557454994034,Acogedor apartamento,95992426,Paula,Carabanchel,San Isidro,40.39458663865589,-3.7262194350219904,Entire home/apt,238.0,1,3,2024-10-09,0.2,3,179,2,
1333336204150047516,Cama de piso 6 sola chica,670890476,Alberto,Centro,Sol,40.41470547031843,-3.70434697304284,Shared room,46.0,1,0,,,16,59,0,
1278214545548579090,Chueca Espacioso y Tranquilo,589986095,Benedicta,Centro,Justicia,40.42442,-3.69782,Entire home/apt,140.0,5,10,2025-02-09,2.48,4,90,10,
830941537384723896,WiZink Center- Goya -Z4Y  exclusive area,264103612,Zaz Apartamentos,Salamanca,Goya,40.42419399926269,-3.672189563512802,Entire home/apt,245.0,1,20,2025-02-01,0.81,10,124,17,
13726000,Una habitación cómoda en un buen barrio.,80242790,Liliana,Retiro,Pacífico,40.40408,-3.68414,Private room,,2,0,,,1,0,0,
1593044,BEAUTIFUL APARTMENT IN THE CENTER,1706029,David,Chamberí,Gaztambide,40.43778,-3.71294,Entire home/apt,209.0,1,35,2024-07-14,0.29,2,363,3,
53126722,Tate - 3 bedrooms in Salamanca,346367515,Ukio,Salamanca,Recoletos,40.42229,-3.68538,Entire home/apt,406.0,31,0,,,341,171,0,
870095969286580304,Reina Sofia Suite I,112373304,Daniel,Centro,Embajadores,40.41063,-3.69979,Entire home/apt,162.0,1,77,2024-12-23,3.37,68,52,26,
1023967772091304191,Precioso nuevo centro Gran Vía P. España Justicia,78085071,Rafa,Centro,Universidad,40.42368583072608,-3.709184086321093,Entire home/apt,359.0,2,14,2024-10-13,0.9,1,90,9,
32609102,Wonderful Loft. Parking and Swimming Pool.,34350904,Antonio,Hortaleza,Valdefuentes,40.50667,-3.65662,Entire home/apt,103.0,9,113,2024-12-15,1.54,7,124,12,
1142598057193648481,"Duples premium, centro de estilo industrial",540490550,Ana,Centro,Embajadores,40.40882,-3.70558,Entire home/apt,83.0,1,58,2025-03-03,5.49,3,220,58,
1347924126270252420,Casa Encendida,3233170,Blanca,Centro,Embajadores,40.4068632300264,-3.698623589300847,Entire home/apt,98.0,1,1,2025-02-11,1.0,5,2,1,
697243348825954013,"Charleroi XXII - 2 beds,2 baths,AC and free Wi-Fi",220103569,Andre Y Lili,Puente de Vallecas,Palomeras Sureste,40.38215,-3.63111,Entire home/apt,,3,22,2023-10-31,0.71,64,0,0,
26639785,"Habitacion 2 personas amplia, cama grande y sofa",199036370,H.Benavent E Hijos,Centro,Palacio,40.42111,-3.70884,Private room,,2,2,2018-07-15,0.02,25,0,0,
