iter	Passed	Remaining
203	88309	344578
204	88636	343736
205	88957	342873
206	89273	342001
207	89595	341151
208	89913	340292
209	90231	339441
210	90549	338594
211	90867	337752
212	91186	336920
213	91503	336083
214	91820	335252
215	92137	334423
216	92456	333608
217	92779	332813
218	93093	331990
219	93412	331189
220	93732	330398
221	94050	329599
222	94364	328795
223	94684	328015
224	95001	327226
225	95317	326439
226	95633	325658
227	95947	324875
228	96268	324119
229	96588	323362
230	96908	322609
231	97227	321855
232	97542	321093
233	97864	320358
234	98191	319643
235	98510	318905
236	98830	318177
237	99152	317454
238	99471	316725
239	99790	316003
240	100108	315278
241	100430	314570
242	100747	313851
243	101070	313151
244	101388	312440
245	101707	311738
246	102025	311033
247	102341	310325
248	102655	309616
249	102972	308918
250	103286	308212
251	103604	307524
252	103979	307005
253	104421	306687
254	104837	306290
255	105150	305594
256	105459	304888
257	105773	304202
258	106084	303507
259	106396	302819
260	106699	302112
261	107009	301424
262	107339	300794
263	107697	300247
264	108030	299631
265	108517	299442
266	108863	298866
267	109186	298227
268	109562	297734
269	109914	297175
270	110259	296602
271	110604	296030
272	110973	295523
273	111299	294903
274	111618	294266
275	111936	293631
276	112254	292995
277	112571	292362
278	112894	291745
279	113209	291111
280	113529	290491
281	113854	289885
282	114174	289270
283	114490	288646
284	114812	288039
285	115142	287453
286	115466	286856
287	115791	286263
288	116116	285671
289	116448	285097
290	116768	284498
291	117088	283900
292	117406	283298
293	117727	282706
294	118047	282112
295	118365	281518
296	118690	280939
297	119009	280351
298	119326	279759
299	119644	279170
300	119963	278585
301	120281	278001
302	120601	277423
303	120922	276849
304	121244	276277
305	121565	275708
306	121887	275139
307	122208	274573
308	122527	274000
309	122849	273439
310	123174	272884
311	123493	272317
312	123810	271749
313	124128	271185
314	124447	270623
315	124761	270054
316	125084	269504
317	125400	268939
318	125719	268385
319	126040	267836
320	126360	267285
321	126679	266735
322	127002	266193
323	127318	265639
324	127637	265094
325	127956	264549
326	128279	264013
327	128596	263466
328	128915	262925
329	129238	262393
330	129558	261857
331	129876	261316
332	130198	260787
333	130518	260254
334	130839	259726
335	131162	259201
336	131482	258672
337	131811	258163
338	132141	257656
339	132460	257130
340	132780	256605
341	133106	256093
342	133510	255732
343	134031	255595
344	134391	255149
345	134823	254839
346	135252	254523
347	135614	254081
348	136016	253715
349	136513	253524
350	136913	253153
351	137312	252780
352	137865	252687
353	138285	252351
354	138668	251947
355	139111	251650
356	139483	251227
357	139965	250999
358	140399	250685
359	140756	250234
360	141158	249862
361	141658	249662
362	141988	249164
363	142346	248715
364	142711	248279
365	143049	247796
366	143370	247285
367	143708	246804
368	144043	246319
369	144368	245816
370	144698	245325
371	145035	244844
372	145360	244345
373	145686	243848
374	146005	243342
375	146322	242833
376	146645	242335
377	146964	241830
378	147283	241327
379	147601	240822
380	147917	240317
381	148250	239839
382	148568	239339
383	148884	238835
384	149209	238347
385	149534	237860
386	149865	237383
387	150183	236886
388	150512	236408
389	150830	235914
390	151149	235422
391	151469	234932
392	151789	234443
393	152108	233953
394	152423	233459
395	152739	232965
396	153060	232481
397	153387	232007
398	153820	231694
399	154143	231214
400	154468	230739
401	154784	230251
402	155105	229771
403	155420	229284
404	155746	228813
405	156064	228330
406	156383	227850
407	156700	227370
408	157023	226896
409	157341	226418
410	157662	225944
411	157982	225469
412	158302	224995
413	158616	224515
414	158936	224042
415	159253	223567
416	159570	223092
417	159886	222617
418	160206	222148
419	160527	221681
420	160907	221295
421	161224	220823
422	161548	220362
423	161893	219930
424	162345	219644
425	162673	219188
426	162993	218723
427	163311	218256
428	163632	217794
429	164024	217427
430	164391	217026
431	164785	216661
432	165151	216260
433	165475	215804
434	165802	215352
435	166207	215002
436	166550	214571
437	166897	214146
438	167293	213784
439	167623	213338
440	167953	212893
441	168446	212654
442	168775	212207
443	169096	211751
444	169444	211329
445	169778	210890
446	170100	210437
447	170421	209983
448	170833	209641
449	171215	209263
450	171623	208916
451	171932	208448
452	172278	208027
453	172631	207614
454	172960	207172
455	173285	206727
456	173609	206279
457	173932	205833
458	174255	205386
459	174570	204931
460	174887	204478
461	175205	204027
462	175525	203578
463	175846	203133
464	176164	202684
465	176485	202238
466	176807	201794
467	177124	201346
468	177442	200899
469	177770	200464
470	178089	200019
471	178421	199590
472	178750	199157
473	179073	198718
474	179399	198283
475	179719	197842
476	180042	197404
477	180361	196964
478	180680	196523
479	181079	196169
480	181558	195902
481	181891	195476
482	182220	195047
483	182572	194643
484	182893	194206
485	183212	193768
486	183531	193329
487	183848	192890
488	184179	192465
489	184513	192044
490	184833	191609
491	185156	191178
492	185478	190746
493	185798	190312
494	186119	189879
495	186438	189445
496	186755	189010
497	187074	188576
498	187392	188143
499	187709	187709
500	188029	187279
501	188363	186862
502	188691	186440
503	189086	186085
504	189429	185678
505	189746	185246
506	190065	184817
507	190385	184389
508	190702	183958
509	191024	183533
510	191347	183109
511	191666	182682
512	191986	182256
513	192307	181831
514	192628	181407
515	192945	180980
516	193264	180554
517	193583	180130
518	193909	179712
519	194236	179295
520	194558	178874
521	194878	178451
522	195195	178027
523	195513	177603
524	195832	177181
525	196151	176760
526	196470	176338
527	196788	175916
528	197106	175495
529	197424	175074
530	197745	174656
531	198062	174235
532	198383	173817
533	198704	173401
534	199022	172982
535	199345	172567
536	199662	172148
537	199985	171734
538	200312	171324
539	200632	170908
540	200954	170495
541	201272	170078
542	201593	169665
543	201913	169251
544	202236	168840
545	202556	168425
546	202891	168025
547	203251	167645
548	203601	167256
549	203979	166892
550	204372	166539
551	204694	166129
552	205091	165778
553	205292	165271
554	205707	164936
555	206071	164561
556	206483	164223
557	206829	163832
558	207151	163423
559	207492	163029
560	207917	162701
561	208253	162304
562	208669	161968
563	208988	161558
564	209310	161150
565	209635	160745
566	209953	160335
567	210274	159927
568	210594	159519
569	210913	159110
570	211232	158701
571	211551	158293
572	211872	157887
573	212194	157482
574	212520	157080
575	212850	156681
576	213170	156275
577	213490	155870
578	213809	155464
579	214132	155061
580	214454	154658
581	214770	154250
582	215088	153845
583	215408	153441
584	215728	153038
585	216110	152679
586	216444	152285
587	216783	151895
588	217166	151537
589	217524	151161
590	217944	150827
591	218319	150463
592	218683	150091
593	219084	149744
594	219470	149387
595	219800	148992
596	220167	148622
597	220511	148236
598	220898	147880
599	221243	147495
600	221586	147109
601	221908	146710
602	222228	146309
603	222558	145916
604	222886	145521
605	223212	145125
606	223531	144724
607	223855	144327
608	224194	143940
609	224520	143545
610	224850	143153
611	225184	142763
612	225504	142365
613	225821	141965
614	226136	141565
615	226457	141168
616	226774	140769
617	227092	140371
618	227423	139981
619	227740	139582
620	228060	139186
621	228378	138789
622	228698	138393
623	229016	137997
624	229336	137601
625	229654	137206
626	229971	136809
627	230287	136412
628	230609	136019
629	230928	135624
630	231246	135230
631	231566	134836
632	231887	134443
633	232203	134047
634	232517	133651
635	232835	133258
636	233146	132860
637	233460	132465
638	233774	132069
639	234087	131674
640	234406	131282
641	234722	130889
642	235129	130546
643	235445	130153
644	235765	129762
645	236085	129372
646	236409	128984
647	236731	128594
648	237050	128204
649	237368	127814
650	237687	127423
651	238003	127032
652	238321	126642
653	238637	126251
654	238950	125859
655	239267	125469
656	239585	125080
657	239900	124689
658	240215	124299
659	240527	123908
660	240840	123517
661	241161	123130
662	241481	122744
663	241800	122356
664	242117	121968
665	242435	121581
666	242747	121192
667	243062	120803
668	243375	120414
669	243692	120027
670	244004	119638
671	244322	119252
672	244639	118866
673	244956	118480
674	245273	118094
675	245591	117709
676	245913	117326
677	246227	116940
678	246542	116553
679	246857	116168
680	247174	115783
681	247490	115398
682	247804	115013
683	248118	114628
684	248434	114243
685	248756	113862
686	249069	113477
687	249389	113095
688	249704	112711
689	250018	112327
690	250337	111945
691	250655	111563
692	250973	111181
693	251349	110825
694	251712	110463
695	252067	110098
696	252403	109724
697	252839	109394
698	253375	109107
699	253869	108801
700	254193	108422
701	254566	108063
702	254901	107689
703	255224	107310
704	255573	106941
705	256024	106616
706	256434	106273
707	256841	105929
708	257179	105556
709	257525	105186
710	258071	104898
711	258413	104526
712	258759	104156
713	259099	103784
714	259430	103409
715	259766	103036
716	260107	102664
717	260440	102289
718	260779	101917
719	261115	101544
720	261448	101170
721	261781	100796
722	262118	100424
723	262450	100050
724	262782	99675
725	263121	99304
726	263460	98933
727	263803	98564
728	264138	98191
729	264469	97817
730	264808	97446
731	265139	97073
732	265488	96705
733	265861	96347
734	266199	95976
735	266536	95605
736	266878	95236
737	267213	94864
738	267548	94492
739	267884	94121
740	268219	93750
741	268564	93382
742	268899	93011
743	269232	92639
744	269564	92267
745	269898	91895
746	270231	91524
747	270563	91152
748	270899	90782
749	271237	90412
750	271570	90041
751	271902	89669
752	272238	89299
753	272573	88929
754	272906	88559
755	273243	88189
756	273620	87833
757	274031	87487
758	274442	87141
759	274862	86798
760	275273	86452
761	275781	86136
762	276186	85787
763	276603	85442
764	277018	85097
765	277427	84749
766	277808	84392
767	278214	84043
768	278620	83694
769	279037	83348
770	279427	82994
771	279838	82646
772	280250	82298
773	280649	81946
774	281057	81597
775	281456	81245
776	281878	80899
777	282309	80556
778	282724	80208
779	283143	79861
780	283540	79507
781	283963	79161
782	284350	78804
783	284782	78460
784	285217	78116
785	285619	77764
786	286043	77417
787	286454	77066
788	286852	76712
789	287263	76361
790	287678	76011
791	288090	75660
792	288505	75309
793	288928	74961
794	289347	74611
795	289747	74256
796	290160	73905
797	290575	73554
798	290996	73204
799	291402	72850
800	291799	72494
801	292217	72143
802	292629	71790
803	293029	71435
804	293455	71085
805	293866	70732
806	294261	70374
807	294696	70026
808	295115	69675
809	295522	69320
810	295933	68966
811	296449	68636
812	296856	68280
813	297276	67928
814	297689	67573
815	298107	67220
816	298506	66862
817	298923	66508
818	299322	66150
819	299741	65797
820	300153	65441
821	300507	65073
822	300828	64698
823	301146	64322
824	301518	63958
825	301904	63597
826	302227	63223
827	302551	62848
828	302872	62474
829	303205	62102
830	303527	61728
831	303886	61361
832	304232	60992
833	304577	60623
834	304981	60265
835	305370	59905
836	305703	59533
837	306037	59162
838	306372	58791
839	306706	58420
840	307054	58051
841	307396	57682
842	307790	57322
843	308119	56950
844	308448	56579
845	308768	56206
846	309094	55834
847	309415	55461
848	309735	55088
849	310057	54716
850	310394	54346
851	310727	53976
852	311062	53606
853	311391	53235
854	311708	52862
855	312026	52490
856	312343	52118
857	312663	51746
858	312982	51374
859	313300	51002
860	313619	50630
861	313937	50259
862	314254	49887
863	314571	49515
864	314886	49144
865	315202	48772
866	315519	48401
867	315839	48030
868	316160	47660
869	316480	47290
870	316828	46924
871	317146	46553
872	317466	46183
873	317882	45827
874	318206	45458
875	318528	45088
876	318848	44718
877	319166	44348
878	319484	43979
879	319803	43609
880	320122	43240
881	320438	42870
882	320760	42501
883	321079	42132
884	321397	41763
885	321715	41394
886	322032	41025
887	322353	40657
888	322670	40288
889	322987	39919
890	323305	39551
891	323623	39183
892	323939	38814
893	324255	38446
894	324571	38078
895	324886	37710
896	325203	37342
897	325521	36974
898	325839	36607
899	326154	36239
900	326471	35871
901	326789	35504
902	327109	35138
903	327428	34771
904	327742	34403
905	328057	34036
906	328371	33669
907	328689	33303
908	329010	32937
909	329325	32570
910	329645	32204
911	329961	31838
912	330281	31472
913	330599	31106
914	330918	30741
915	331235	30375
916	331554	30009
917	331869	29644
918	332185	29278
919	332500	28913
920	332819	28548
921	333136	28182
922	333458	27818
923	333773	27453
924	334090	27088
925	334408	26723
926	334727	26359
927	335046	25995
928	335365	25630
929	335682	25266
930	335998	24902
931	336314	24537
932	336626	24173
933	336944	23809
934	337262	23446
935	337581	23082
936	337898	22718
937	338213	22355
938	338528	21991
939	338843	21628
940	339160	21265
941	339478	20902
942	339799	20539
943	340114	20176
944	340433	19813
945	340748	19450
946	341066	19088
947	341382	18725
948	341701	18363
949	342018	18000
950	342336	17638
951	342657	17276
952	342970	16914
953	343284	16552
954	343602	16190
955	343920	15828
956	344235	15467
957	344554	15105
958	344872	14744
959	345192	14383
960	345509	14021
961	345828	13660
962	346145	13299
963	346460	12938
964	346776	12577
965	347095	12216
966	347412	11855
967	347729	11495
968	348047	11134
969	348365	10774
970	348683	10413
971	349012	10053
972	349330	9693
973	349645	9333
974	349963	8973
975	350281	8613
976	350603	8253
977	350917	7893
978	351237	7534
979	351556	7174
980	351877	6815
981	352194	6455
982	352521	6096
983	352980	5739
984	353550	5384
985	353974	5026
986	354319	4666
987	354641	4307
988	355137	3949
989	355479	3590
990	355798	3231
991	356216	2872
992	356531	2513
993	356850	2154
994	357171	1794
995	357494	1435
996	357812	1076
997	358166	717
998	358492	358
999	358808	0
