iter	Passed	Remaining
482	7405	7926
483	7421	7912
484	7437	7897
485	7453	7883
486	7470	7869
487	7486	7854
488	7502	7839
489	7518	7824
490	7534	7810
491	7550	7796
492	7566	7781
493	7582	7766
494	7596	7749
495	7611	7733
496	7625	7717
497	7640	7701
498	7655	7686
499	7671	7671
500	7686	7656
501	7702	7641
502	7718	7626
503	7736	7613
504	7751	7598
505	7769	7585
506	7786	7571
507	7801	7556
508	7821	7544
509	7836	7528
510	7855	7517
511	7874	7505
512	7893	7492
513	7909	7478
514	7925	7463
515	7939	7447
516	7953	7430
517	7968	7414
518	7985	7400
519	8002	7387
520	8019	7372
521	8036	7358
522	8052	7343
523	8068	7329
524	8086	7316
525	8107	7306
526	8124	7291
527	8140	7277
528	8158	7264
529	8176	7250
530	8196	7239
531	8215	7226
532	8228	7209
533	8242	7193
534	8257	7176
535	8274	7163
536	8293	7150
537	8309	7135
538	8326	7121
539	8345	7109
540	8361	7093
541	8391	7090
542	8416	7083
543	8451	7084
544	8470	7071
545	8485	7055
546	8499	7039
547	8514	7022
548	8528	7006
549	8550	6995
550	8564	6979
551	8577	6961
552	8597	6949
553	8611	6932
554	8626	6916
555	8642	6901
556	8658	6886
557	8672	6869
558	8691	6856
559	8706	6840
560	8720	6824
561	8734	6807
562	8749	6791
563	8763	6774
564	8776	6756
565	8791	6740
566	8805	6724
567	8820	6708
568	8835	6692
569	8851	6677
570	8865	6660
571	8883	6646
572	8897	6630
573	8913	6615
574	8930	6601
575	8945	6585
576	8959	6568
577	8974	6552
578	8987	6534
579	9003	6519
580	9018	6504
581	9034	6488
582	9051	6474
583	9065	6457
584	9080	6441
585	9096	6426
586	9111	6410
587	9124	6393
588	9140	6378
589	9156	6362
590	9169	6345
591	9183	6329
592	9197	6312
593	9213	6297
594	9228	6281
595	9240	6263
596	9255	6247
597	9269	6231
598	9283	6214
599	9297	6198
600	9312	6182
601	9326	6165
602	9338	6148
603	9354	6132
604	9368	6116
605	9381	6099
606	9396	6083
607	9413	6068
608	9427	6052
609	9442	6037
610	9457	6021
611	9471	6005
612	9488	5990
613	9502	5973
614	9516	5957
615	9530	5941
616	9546	5925
617	9561	5910
618	9577	5894
619	9594	5880
620	9611	5865
621	9631	5852
622	9647	5837
623	9660	5821
624	9675	5805
625	9691	5790
626	9708	5775
627	9725	5760
628	9741	5745
629	9758	5731
630	9774	5715
631	9791	5701
632	9806	5685
633	9821	5669
634	9836	5654
635	9852	5638
636	9867	5622
637	9881	5606
638	9899	5592
639	9917	5578
640	9933	5563
641	9951	5549
642	9966	5533
643	9982	5518
644	9998	5503
645	10014	5488
646	10031	5473
647	10050	5459
648	10066	5444
649	10082	5429
650	10096	5412
651	10109	5396
652	10125	5380
653	10139	5364
654	10154	5348
655	10168	5332
656	10183	5316
657	10200	5301
658	10216	5286
659	10232	5271
660	10246	5255
661	10265	5241
662	10287	5229
663	10312	5218
664	10327	5202
665	10341	5186
666	10356	5170
667	10369	5153
668	10385	5138
669	10401	5123
670	10419	5108
671	10431	5091
672	10446	5075
673	10461	5059
674	10476	5044
675	10490	5027
676	10504	5011
677	10516	4994
678	10536	4981
679	10550	4964
680	10569	4951
681	10583	4934
682	10597	4918
683	10613	4903
684	10629	4887
685	10644	4872
686	10660	4856
687	10674	4840
688	10688	4824
689	10706	4810
690	10720	4794
691	10733	4777
692	10748	4761
693	10763	4745
694	10778	4730
695	10791	4713
696	10810	4699
697	10828	4685
698	10848	4671
699	10871	4659
700	10892	4646
701	10911	4631
702	10932	4618
703	10952	4604
704	10973	4591
705	10992	4577
706	11012	4563
707	11034	4551
708	11058	4538
709	11078	4524
710	11099	4511
711	11122	4499
712	11141	4484
713	11158	4469
714	11174	4454
715	11194	4440
716	11218	4428
717	11238	4414
718	11259	4400
719	11275	4384
720	11290	4368
721	11306	4353
722	11323	4338
723	11338	4322
724	11353	4306
725	11370	4291
726	11385	4275
727	11397	4258
728	11412	4242
729	11428	4227
730	11444	4211
731	11458	4195
732	11473	4179
733	11489	4163
734	11503	4147
735	11523	4133
736	11543	4119
737	11557	4103
738	11573	4087
739	11588	4071
740	11602	4055
741	11617	4039
742	11632	4023
743	11645	4006
744	11659	3990
745	11674	3975
746	11689	3959
747	11706	3943
748	11720	3927
749	11736	3912
750	11752	3896
751	11770	3881
752	11788	3866
753	11806	3852
754	11826	3837
755	11847	3823
756	11866	3809
757	11887	3795
758	11908	3781
759	11928	3766
760	12017	3774
761	12057	3766
762	12075	3750
763	12091	3735
764	12106	3718
765	12121	3702
766	12136	3686
767	12152	3670
768	12167	3654
769	12181	3638
770	12198	3623
771	12215	3607
772	12231	3591
773	12243	3574
774	12258	3559
775	12273	3542
776	12287	3526
777	12301	3510
778	12314	3493
779	12330	3477
780	12345	3461
781	12359	3445
782	12376	3429
783	12390	3413
784	12403	3397
785	12418	3381
786	12438	3366
787	12454	3350
788	12468	3334
789	12482	3318
790	12495	3301
791	12513	3286
792	12528	3270
793	12541	3253
794	12558	3238
795	12572	3221
796	12587	3206
797	12601	3189
798	12615	3173
799	12631	3157
800	12648	3142
801	12663	3126
802	12678	3110
803	12691	3093
804	12705	3077
805	12722	3062
806	12736	3046
807	12750	3029
808	12766	3014
809	12782	2998
810	12797	2982
811	12812	2966
812	12823	2949
813	12838	2933
814	12855	2918
815	12868	2901
816	12882	2885
817	12896	2869
818	12911	2853
819	12927	2837
820	12940	2821
821	12954	2805
822	12968	2789
823	12983	2773
824	12996	2756
825	13010	2740
826	13023	2724
827	13038	2708
828	13052	2692
829	13067	2676
830	13080	2660
831	13095	2644
832	13110	2628
833	13123	2612
834	13140	2596
835	13153	2580
836	13169	2564
837	13185	2549
838	13199	2532
839	13215	2517
840	13230	2501
841	13244	2485
842	13258	2469
843	13271	2453
844	13287	2437
845	13301	2421
846	13316	2405
847	13331	2389
848	13347	2373
849	13362	2358
850	13377	2342
851	13390	2326
852	13405	2310
853	13419	2294
854	13433	2278
855	13448	2262
856	13463	2246
857	13479	2230
858	13496	2215
859	13510	2199
860	13525	2183
861	13543	2168
862	13557	2152
863	13569	2135
864	13585	2120
865	13599	2104
866	13613	2088
867	13630	2072
868	13646	2057
869	13661	2041
870	13675	2025
871	13691	2009
872	13707	1994
873	13722	1978
874	13735	1962
875	13750	1946
876	13764	1930
877	13778	1914
878	13793	1898
879	13807	1882
880	13822	1867
881	13836	1851
882	13850	1835
883	13864	1819
884	13878	1803
885	13892	1787
886	13905	1771
887	13920	1755
888	13933	1739
889	13947	1723
890	13964	1708
891	13991	1694
892	14012	1678
893	14032	1663
894	14057	1649
895	14079	1634
896	14098	1618
897	14118	1603
898	14136	1588
899	14157	1573
900	14182	1558
901	14204	1543
902	14221	1527
903	14240	1512
904	14254	1496
905	14268	1480
906	14289	1465
907	14310	1450
908	14334	1435
909	14356	1419
910	14381	1405
911	14414	1390
912	14444	1376
913	14465	1361
914	14484	1345
915	14502	1329
916	14519	1314
917	14535	1298
918	14548	1282
919	14563	1266
920	14577	1250
921	14594	1234
922	14608	1218
923	14625	1202
924	14642	1187
925	14659	1171
926	14673	1155
927	14688	1139
928	14701	1123
929	14715	1107
930	14738	1092
931	14769	1077
932	14801	1062
933	14820	1047
934	14836	1031
935	14852	1015
936	14867	999
937	14882	983
938	14895	967
939	14915	952
940	14934	936
941	14951	920
942	14966	904
943	14979	888
944	14994	872
945	15009	856
946	15024	840
947	15039	824
948	15052	808
949	15069	793
950	15084	777
951	15098	761
952	15111	745
953	15125	729
954	15142	713
955	15156	697
956	15172	681
957	15186	665
958	15202	649
959	15220	634
960	15233	618
961	15250	602
962	15264	586
963	15279	570
964	15294	554
965	15307	538
966	15322	522
967	15337	507
968	15351	491
969	15368	475
970	15382	459
971	15397	443
972	15409	427
973	15426	411
974	15441	395
975	15455	380
976	15470	364
977	15486	348
978	15501	332
979	15515	316
980	15530	300
981	15546	284
982	15558	269
983	15574	253
984	15588	237
985	15603	221
986	15619	205
987	15634	189
988	15649	174
989	15664	158
990	15679	142
991	15691	126
992	15705	110
993	15719	94
994	15733	79
995	15747	63
996	15763	47
997	15778	31
998	15791	15
999	15804	0
